M_sigma	S	Q_alpha	motif_ratio_summary	motif_ratio
0.23	0.8	Inf	75	1.1459872635166328
0.24	0	Inf	75	1
0.24	0.05	Inf	75	1.0184898487028495
0.24	0.1	Inf	75	1.0247664976905304
0.24	0.2	Inf	75	1.0292613320079993
0.24	0.4	Inf	75	1.077440687175431
0.24	0.8	Inf	75	1.2154083104912785
0.25	0	Inf	75	1
0.25	0.05	Inf	75	1.0091674270491435
0.25	0.1	Inf	75	1.0255198908955379
0.25	0.2	Inf	75	1.0197409574089291
0.25	0.4	Inf	75	1.0862291032600022
0.25	0.8	Inf	75	1.227769912385478
0.26	0	Inf	75	1
0.26	0.05	Inf	75	1.0114884916523394
0.26	0.1	Inf	75	1.0268914369400655
0.26	0.2	Inf	75	1.063738028493908
0.26	0.4	Inf	75	1.0660171974855421
0.26	0.8	Inf	75	1.365013925836442
0.27	0	Inf	75	1
0.27	0.05	Inf	75	1.0180630601587335
0.27	0.1	Inf	75	1.017004192339141
0.27	0.2	Inf	75	1.0737887433084896
0.27	0.4	Inf	75	1.067134413373188
0.27	0.8	Inf	75	1.1786481141821596
0.28	0	Inf	75	1
0.28	0.05	Inf	75	1.005796073767697
0.28	0.1	Inf	75	1.01878257664191
0.28	0.2	Inf	75	1.0677246942941605
0.28	0.4	Inf	75	1.0239901621758802
0.28	0.8	Inf	75	1.1763149258802426
0.29	0	Inf	75	1
0.29	0.05	Inf	75	1.0115096879361238
0.29	0.1	Inf	75	1.0244060270994022
0.29	0.2	Inf	75	1.0633504319833047
0.29	0.4	Inf	75	1.0858328813642513
0.29	0.8	Inf	75	1.1679268191568801
0.3	0	Inf	75	1
0.3	0.05	Inf	75	1.0186120060857382
0.3	0.1	Inf	75	1.0321491531658902
0.3	0.2	Inf	75	1.056840459588366
0.3	0.4	Inf	75	1.0736097305704133
0.3	0.8	Inf	75	1.1491950421505845
0.31	0	Inf	75	1
0.31	0.05	Inf	75	1.016236991390819
0.31	0.1	Inf	75	1.0327133815366027
0.31	0.2	Inf	75	1.0625317554429037
0.31	0.4	Inf	75	1.0709221802802438
0.31	0.8	Inf	75	1.2472201733518022
0.32	0	Inf	75	1
0.32	0.05	Inf	75	1.0110423648149507
0.32	0.1	Inf	75	1.0199585511184024
0.32	0.2	Inf	75	1.0924530952775946
0.32	0.4	Inf	75	1.1222216769434143
0.32	0.8	Inf	75	1.2890589627302427
0.33	0	Inf	75	1
0.33	0.05	Inf	75	1.0151121199234874
0.33	0.1	Inf	75	1.0280496222603683
0.33	0.2	Inf	75	1.0439956534947
0.33	0.4	Inf	75	1.1972827379739484
0.33	0.8	Inf	75	1.1980073179917397
0.34	0	Inf	75	1
0.34	0.05	Inf	75	1.0130421628113329
0.34	0.1	Inf	75	1.028454718249643
0.34	0.2	Inf	75	1.0941519402879787
0.34	0.4	Inf	75	1.0977298351829385
0.34	0.8	Inf	75	1.3842901931257492
0.35	0	Inf	75	1
0.35	0.05	Inf	75	1.0130531870532817
0.35	0.1	Inf	75	1.0280728416440121
0.35	0.2	Inf	75	1.1169715810840462
0.35	0.4	Inf	75	1.1153670596988865
0.35	0.8	Inf	75	1.2025502281767384
0.36	0	Inf	75	1
0.36	0.05	Inf	75	1.020066345762639
0.36	0.1	Inf	75	1.0295661329168537
0.36	0.2	Inf	75	1.1036161546258778
0.36	0.4	Inf	75	1.2174470743063477
0.36	0.8	Inf	75	1.3196846463670255
0.37	0	Inf	75	1
0.37	0.05	Inf	75	1.015658926384643
0.37	0.1	Inf	75	1.0332275698336475
0.37	0.2	Inf	75	1.0841663380021536
0.37	0.4	Inf	75	1.1275175476315256
0.37	0.8	Inf	75	1.3879980386142377
0.38	0	Inf	75	1
0.38	0.05	Inf	75	1.0193878640483198
0.38	0.1	Inf	75	1.04146262365201
0.38	0.2	Inf	75	1.1206686988185912
0.38	0.4	Inf	75	1.2132631508386111
0.38	0.8	Inf	75	1.6415652323473449
0.39	0	Inf	75	1
0.39	0.05	Inf	75	1.0148493788783102
0.39	0.1	Inf	75	1.0384837764374022
0.39	0.2	Inf	75	1.057350531056985
0.39	0.4	Inf	75	1.1994470777628172
0.39	0.8	Inf	75	1.2658129566722007
0.4	0	Inf	75	1
0.4	0.05	Inf	75	1.019864008907928
0.4	0.1	Inf	75	1.0439546553769312
0.4	0.2	Inf	75	1.0751174873782237
0.4	0.4	Inf	75	1.14408533034261
0.4	0.8	Inf	75	1.3214127879509803
0.41	0	Inf	75	1
0.41	0.05	Inf	75	1.0249498382697202
0.41	0.1	Inf	75	1.061311397408693
0.41	0.2	Inf	75	1.0683754776500243
0.41	0.4	Inf	75	1.1740142190046816
0.41	0.8	Inf	75	1.090795431082839
0.42	0	Inf	75	1
0.42	0.05	Inf	75	1.0260620492103658
0.42	0.1	Inf	75	1.0189838045295303
0.42	0.2	Inf	75	1.0722087191546574
0.42	0.4	Inf	75	1.1773404924068802
0.42	0.8	Inf	75	1.5380328645807508
0.43	0	Inf	75	1
0.43	0.05	Inf	75	1.012103658561101
0.43	0.1	Inf	75	1.0632398174513868
0.43	0.2	Inf	75	1.0773162776143095
0.43	0.4	Inf	75	1.1565314013974959
0.43	0.8	Inf	75	1.32356248245568
0.44	0	Inf	75	1
0.44	0.05	Inf	75	1.0312885924744013
0.44	0.1	Inf	75	1.0284041888276865
0.44	0.2	Inf	75	1.085788956880182
0.44	0.4	Inf	75	1.2273089530466348
0.44	0.8	Inf	75	1.7992691803965972
0.45	0	Inf	75	1
0.45	0.05	Inf	75	1.0423081547784694
0.45	0.1	Inf	75	1.0541490949923313
0.45	0.2	Inf	75	1.0833928117413196
0.45	0.4	Inf	75	1.231994022428781
0.45	0.8	Inf	75	1.2762721254433558
0.46	0	Inf	75	1
0.46	0.05	Inf	75	1.0340584871873726
0.46	0.1	Inf	75	1.0502492531930843
0.46	0.2	Inf	75	1.092497495321282
0.46	0.4	Inf	75	1.2346172141010738
0.46	0.8	Inf	75	1.2161915575453395
0.47	0	Inf	75	1
0.47	0.05	Inf	75	1.025526554205501
0.47	0.1	Inf	75	1.0660385037411544
0.47	0.2	Inf	75	1.0788508706910462
0.47	0.4	Inf	75	1.2453804112713358
0.47	0.8	Inf	75	1.6945222726886453
0.48	0	Inf	75	1
0.48	0.05	Inf	75	1.0229379949896484
0.48	0.1	Inf	75	1.0807591173704847
0.48	0.2	Inf	75	1.068208100564822
0.48	0.4	Inf	75	1.2896567911028143
0.48	0.8	Inf	75	1.2373505175444308
0.49	0	Inf	75	1
0.49	0.05	Inf	75	1.0359933418524423
0.49	0.1	Inf	75	1.0434499572791638
0.49	0.2	Inf	75	1.0565113227389549
0.49	0.4	Inf	75	1.1519399732152977
0.49	0.8	Inf	75	1.7509214232446668
0.5	0	Inf	75	1
0.5	0.05	Inf	75	1.0208197383636537
0.5	0.1	Inf	75	1.054717882728636
0.5	0.2	Inf	75	1.1078211324381453
0.5	0.4	Inf	75	1.3033779281790387
0.5	0.8	Inf	75	1.3249146150355886
0.51	0	Inf	75	1
0.51	0.05	Inf	75	1.0315580744643782
0.51	0.1	Inf	75	1.0368395182037653
0.51	0.2	Inf	75	1.0894673070185263
0.51	0.4	Inf	75	1.452014800622141
0.51	0.8	Inf	75	1.6719009001189018
0.52	0	Inf	75	1
0.52	0.05	Inf	75	1.047178522406671
0.52	0.1	Inf	75	1.0541057362037596
0.52	0.2	Inf	75	1.1303565173880945
0.52	0.4	Inf	75	1.2265387759122464
0.52	0.8	Inf	75	1.3544657615501463
0.53	0	Inf	75	1
0.53	0.05	Inf	75	1.0294518985164482
0.53	0.1	Inf	75	1.071999225041662
0.53	0.2	Inf	75	1.1376003425357317
0.53	0.4	Inf	75	1.1033202510207716
0.53	0.8	Inf	75	1.5059296827146211
0.54	0	Inf	75	1
0.54	0.05	Inf	75	1.0848465057888534
0.54	0.1	Inf	75	1.032609323417212
0.54	0.2	Inf	75	1.125050153121891
0.54	0.4	Inf	75	1.2540352543809026
0.54	0.8	Inf	75	2.1401230676559644
0.55	0	Inf	75	1
0.55	0.05	Inf	75	1.0283647120000954
0.55	0.1	Inf	75	1.0403449524845239
0.55	0.2	Inf	75	1.124099727003752
0.55	0.4	Inf	75	1.6290642839663185
0.55	0.8	Inf	75	1.7558372438515506
0.56	0	Inf	75	1
0.56	0.05	Inf	75	1.0305851422374384
0.56	0.1	Inf	75	1.1129805587812465
0.56	0.2	Inf	75	1.0991641888228654
0.56	0.4	Inf	75	1.2455582216143182
0.56	0.8	Inf	75	1.2984569696184844
0.57	0	Inf	75	1
0.57	0.05	Inf	75	1.0407434292740345
0.57	0.1	Inf	75	1.0932804475786193
0.57	0.2	Inf	75	1.2606514491596204
0.57	0.4	Inf	75	1.292959252815574
0.57	0.8	Inf	75	1.6761247648632203
0.58	0	Inf	75	1
0.58	0.05	Inf	75	1.0356643058059272
0.58	0.1	Inf	75	1.0672952762897971
0.58	0.2	Inf	75	1.0454906257820171
0.58	0.4	Inf	75	1.413533209902336
0.58	0.8	Inf	75	1.4489106356184518
0.59	0	Inf	75	1
0.59	0.05	Inf	75	1.0483464766682793
0.59	0.1	Inf	75	1.0752472664849075
0.59	0.2	Inf	75	1.115215893149475
0.59	0.4	Inf	75	1.536791612504271
0.59	0.8	Inf	75	1.8816021142544899
0.6	0	Inf	75	1
0.6	0.05	Inf	75	1.0356932122425326
0.6	0.1	Inf	75	1.0543897970487033
0.6	0.2	Inf	75	1.1193175350721958
0.6	0.4	Inf	75	1.0939772348423982
0.6	0.8	Inf	75	1.340779705540401
0.61	0	Inf	75	1
0.61	0.05	Inf	75	1.0228233588492732
0.61	0.1	Inf	75	1.0811078748629006
0.61	0.2	Inf	75	1.1807470964014861
0.61	0.4	Inf	75	1.849559881323846
0.61	0.8	Inf	75	1.4188827576414593
0.62	0	Inf	75	1
0.62	0.05	Inf	75	1.0235270811274821
0.62	0.1	Inf	75	1.0598597866305621
0.62	0.2	Inf	75	1.180099623217144
0.62	0.4	Inf	75	1.4624676804140697
0.62	0.8	Inf	75	1.4992370791007388
0.63	0	Inf	75	1
0.63	0.05	Inf	75	1.0278844191545926
0.63	0.1	Inf	75	1.0773063265952323
0.63	0.2	Inf	75	1.2252326152571442
0.63	0.4	Inf	75	1.2935462656179966
0.63	0.8	Inf	75	1.682834342304828
0.64	0	Inf	75	1
0.64	0.05	Inf	75	1.049237550154762
0.64	0.1	Inf	75	1.0673786403179557
0.64	0.2	Inf	75	1.115152357370687
0.64	0.4	Inf	75	1.4494618303900588
0.64	0.8	Inf	75	1.5667203385371888
0.65	0	Inf	75	1
0.65	0.05	Inf	75	1.0404484673958103
0.65	0.1	Inf	75	1.1110654425665705
0.65	0.2	Inf	75	1.3213799213632993
0.65	0.4	Inf	75	1.2419400847594908
0.65	0.8	Inf	75	1.7283654834150288
0.66	0	Inf	75	1
0.66	0.05	Inf	75	1.0240259616564882
0.66	0.1	Inf	75	1.1319278755886264
0.66	0.2	Inf	75	1.1998755588355012
0.66	0.4	Inf	75	1.3651504339833056
0.66	0.8	Inf	75	1.76927917025965
0.67	0	Inf	75	1
0.67	0.05	Inf	75	1.0540204704726
0.67	0.1	Inf	75	1.0512896297776417
0.67	0.2	Inf	75	1.1881820492534236
0.67	0.4	Inf	75	1.2127903067700687
0.67	0.8	Inf	75	1.6794242496251857
0.68	0	Inf	75	1
0.68	0.05	Inf	75	1.049913713761096
0.68	0.1	Inf	75	1.0525253588230685
0.68	0.2	Inf	75	1.2744011833046547
0.68	0.4	Inf	75	1.2267437651968327
0.68	0.8	Inf	75	1.604588989431932
0.69	0	Inf	75	1
0.69	0.05	Inf	75	1.140978376447583
0.69	0.1	Inf	75	1.1226414333830674
0.69	0.2	Inf	75	1.1653051214902135
0.69	0.4	Inf	75	1.1662542469290216
0.69	0.8	Inf	75	2.1139032441761096
0.7	0	Inf	75	1
0.7	0.05	Inf	75	1.0336945714135843
0.7	0.1	Inf	75	1.1546485824133472
0.7	0.2	Inf	75	1.1068496226219064
0.7	0.4	Inf	75	1.489490011104605
0.7	0.8	Inf	75	2.409354788159199
0.71	0	Inf	75	1
0.71	0.05	Inf	75	1.0355089823002765
0.71	0.1	Inf	75	1.0498861503616417
0.71	0.2	Inf	75	1.1592052003338775
0.71	0.4	Inf	75	1.3697323153180725
0.71	0.8	Inf	75	2.242068198741962
0.72	0	Inf	75	1
0.72	0.05	Inf	75	1.0649477337576083
0.72	0.1	Inf	75	1.1203003811734022
0.72	0.2	Inf	75	1.2104468128423274
0.72	0.4	Inf	75	1.7943589149479005
0.72	0.8	Inf	75	2.103385884219454
0.73	0	Inf	75	1
0.73	0.05	Inf	75	1.054664246335198
0.73	0.1	Inf	75	1.107257089141658
0.73	0.2	Inf	75	1.3267217420450996
0.73	0.4	Inf	75	1.359238878646613
0.73	0.8	Inf	75	2.0911834393123527
0.74	0	Inf	75	1
0.74	0.05	Inf	75	1.0546164995047425
0.74	0.1	Inf	75	1.1778201834582898
0.74	0.2	Inf	75	1.1682030484013433
0.74	0.4	Inf	75	1.929179168651351
0.74	0.8	Inf	75	2.2455143452255975
0.75	0	Inf	75	1
0.75	0.05	Inf	75	1.0677748480210238
0.75	0.1	Inf	75	1.1302271953295722
0.75	0.2	Inf	75	1.1707737076566755
0.75	0.4	Inf	75	1.2211274494726272
0.75	0.8	Inf	75	2.342955926453365
0.76	0	Inf	75	1
0.76	0.05	Inf	75	1.05314210947623
0.76	0.1	Inf	75	1.2165270245080606
0.76	0.2	Inf	75	1.2444964011255668
0.76	0.4	Inf	75	1.346769615641235
0.76	0.8	Inf	75	1.949637642605785
0.77	0	Inf	75	1
0.77	0.05	Inf	75	1.04146186888264
0.77	0.1	Inf	75	1.099152148962281
0.77	0.2	Inf	75	1.309026727171519
0.77	0.4	Inf	75	1.5759266558014933
0.77	0.8	Inf	75	1.976733438759558
0.78	0	Inf	75	1
0.78	0.05	Inf	75	1.0667212740695353
0.78	0.1	Inf	75	1.1639327396857273
0.78	0.2	Inf	75	1.3319085766742487
0.78	0.4	Inf	75	1.3999482953082258
0.78	0.8	Inf	75	2.9080615298272083
0.79	0	Inf	75	1
0.79	0.05	Inf	75	1.0320465725407495
0.79	0.1	Inf	75	1.0538967629477805
0.79	0.2	Inf	75	1.1885502748668277
0.79	0.4	Inf	75	1.5065140020528165
0.79	0.8	Inf	75	1.541234449099799
0.8	0	Inf	75	1
0.8	0.05	Inf	75	1.0742090549631527
0.8	0.1	Inf	75	1.142407861803835
0.8	0.2	Inf	75	1.2242533377308478
0.8	0.4	Inf	75	1.6709740517148486
0.8	0.8	Inf	75	2.1871431043726712
0.81	0	Inf	75	1
0.81	0.05	Inf	75	1.0640916803072022
0.81	0.1	Inf	75	1.157779944483777
0.81	0.2	Inf	75	1.457888732275283
0.81	0.4	Inf	75	1.3191113341876604
0.81	0.8	Inf	75	3.10872857449569
0.82	0	Inf	75	1
0.82	0.05	Inf	75	1.0519334453952527
0.82	0.1	Inf	75	1.120315004429556
0.82	0.2	Inf	75	1.3365593978123527
0.82	0.4	Inf	75	1.4900669550227144
0.82	0.8	Inf	75	2.9975769927399583
0.83	0	Inf	75	1
0.83	0.05	Inf	75	1.066084202123073
0.83	0.1	Inf	75	1.095562884840648
0.83	0.2	Inf	75	1.485339987380852
0.83	0.4	Inf	75	2.083542577889245
0.83	0.8	Inf	75	1.7625270602442604
0.84	0	Inf	75	1
0.84	0.05	Inf	75	1.04818771041205
0.84	0.1	Inf	75	1.1854722582461477
0.84	0.2	Inf	75	1.1943179472260588
0.84	0.4	Inf	75	1.6575788062870886
0.84	0.8	Inf	75	1.6234824305224906
0.85	0	Inf	75	1
0.85	0.05	Inf	75	1.083254342382145
0.85	0.1	Inf	75	1.105429489056633
0.85	0.2	Inf	75	1.3792788415702686
0.85	0.4	Inf	75	1.8373694470035777
0.85	0.8	Inf	75	1.6289517330988985
0.86	0	Inf	75	1
0.86	0.05	Inf	75	1.1201423937494905
0.86	0.1	Inf	75	1.1606627056625747
0.86	0.2	Inf	75	1.2829157836696423
0.86	0.4	Inf	75	1.5883869431953195
0.86	0.8	Inf	75	4.8096087893811665
0.87	0	Inf	75	1
0.87	0.05	Inf	75	1.0693888938697371
0.87	0.1	Inf	75	1.1605622942136167
0.87	0.2	Inf	75	1.2104175948451208
0.87	0.4	Inf	75	1.4702850729290615
0.87	0.8	Inf	75	2.545957417860168
0.88	0	Inf	75	1
0.88	0.05	Inf	75	1.1594055656009048
0.88	0.1	Inf	75	1.1676857632339828
0.88	0.2	Inf	75	1.2992370041874701
0.88	0.4	Inf	75	2.2058320846322044
0.88	0.8	Inf	75	2.918963414269929
0.89	0	Inf	75	1
0.89	0.05	Inf	75	1.037154833315296
0.89	0.1	Inf	75	1.114188562555089
0.89	0.2	Inf	75	1.3828035058057055
0.89	0.4	Inf	75	1.8948322739138064
0.89	0.8	Inf	75	2.330178831707556
0.9	0	Inf	75	1
0.9	0.05	Inf	75	1.0938957516147283
0.9	0.1	Inf	75	1.067324856044424
0.9	0.2	Inf	75	1.4526600976081523
0.9	0.4	Inf	75	1.59779149540273
0.9	0.8	Inf	75	2.6411315117769494
0.91	0	Inf	75	1
0.91	0.05	Inf	75	1.0743855188753686
0.91	0.1	Inf	75	1.2551700926083034
0.91	0.2	Inf	75	1.3512680214640556
0.91	0.4	Inf	75	1.8846872717450123
0.91	0.8	Inf	75	4.982993780297716
0.92	0	Inf	75	1
0.92	0.05	Inf	75	1.3383801676103166
0.92	0.1	Inf	75	1.1662497358496688
0.92	0.2	Inf	75	1.4702021899856472
0.92	0.4	Inf	75	1.6115577432788188
0.92	0.8	Inf	75	2.83762832663934
0.93	0	Inf	75	1
0.93	0.05	Inf	75	1.115418251893812
0.93	0.1	Inf	75	1.2596803515500565
0.93	0.2	Inf	75	1.3788315519165408
0.93	0.4	Inf	75	2.1072861733874295
0.93	0.8	Inf	75	1.770244393074689
0.94	0	Inf	75	1
0.94	0.05	Inf	75	1.1274991664957714
0.94	0.1	Inf	75	1.3020276686486252
0.94	0.2	Inf	75	1.6944536728883781
0.94	0.4	Inf	75	2.0540535366390467
0.94	0.8	Inf	75	2.87987973108409
0.95	0	Inf	75	1
0.95	0.05	Inf	75	1.0502831436963833
0.95	0.1	Inf	75	1.0935254427344958
0.95	0.2	Inf	75	1.1814467280276344
0.95	0.4	Inf	75	1.3697194815337108
0.95	0.8	Inf	75	1.9995513768718323
0.96	0	Inf	75	1
0.96	0.05	Inf	75	1.1133168975546213
0.96	0.1	Inf	75	1.1321302225415084
0.96	0.2	Inf	75	1.4687172588425457
0.96	0.4	Inf	75	1.9393018897263943
0.96	0.8	Inf	75	2.1260824322442793
0.97	0	Inf	75	1
0.97	0.05	Inf	75	1.0963041033976975
0.97	0.1	Inf	75	1.381513405722369
0.97	0.2	Inf	75	1.7763327462050467
0.97	0.4	Inf	75	1.7995035622972737
0.97	0.8	Inf	75	2.5789276071396774
0.98	0	Inf	75	1
0.98	0.05	Inf	75	1.1602396752932251
0.98	0.1	Inf	75	1.142223123586518
0.98	0.2	Inf	75	1.5616094810598948
0.98	0.4	Inf	75	1.9328825695721088
0.98	0.8	Inf	75	2.0618036578428494
0.99	0	Inf	75	1
0.99	0.05	Inf	75	1.0446766767950821
0.99	0.1	Inf	75	1.3655502467706937
0.99	0.2	Inf	75	1.2845549619901528
0.99	0.4	Inf	75	2.4663135188894816
0.99	0.8	Inf	75	2.975680432431
1	0	Inf	75	1
1	0.05	Inf	75	1.090008771701242
1	0.1	Inf	75	1.4311961264229192
1	0.2	Inf	75	1.720031111117446
1	0.4	Inf	75	2.241580524849392
1	0.8	Inf	75	4.149443762556592
0	0	Inf	100	1
0	0.05	Inf	100	1.0000000000000002
0	0.1	Inf	100	1.0000000000000002
0	0.2	Inf	100	1.0000000000000004
0	0.4	Inf	100	1.0000000000000007
0	0.8	Inf	100	1.0000000000000013
0.01	0	Inf	100	1
0.01	0.05	Inf	100	1.001540265886245
0.01	0.1	Inf	100	1.0018433254653718
0.01	0.2	Inf	100	1.0031831562822668
0.01	0.4	Inf	100	1.0073938220636736
0.01	0.8	Inf	100	1.0097645687681334
0.02	0	Inf	100	1
0.02	0.05	Inf	100	1.0016468081651355
0.02	0.1	Inf	100	1.0047659146739178
0.02	0.2	Inf	100	1.0042931865897877
0.02	0.4	Inf	100	1.020094144795587
0.02	0.8	Inf	100	1.0399640645411652
0.03	0	Inf	100	1
0.03	0.05	Inf	100	1.003519445487277
0.03	0.1	Inf	100	1.0075125209362583
0.03	0.2	Inf	100	1.0115301437903488
0.03	0.4	Inf	100	1.0230359792414305
0.03	0.8	Inf	100	1.0394202166005033
0.04	0	Inf	100	1
0.04	0.05	Inf	100	1.0042289578552592
0.04	0.1	Inf	100	1.0054604898959316
0.04	0.2	Inf	100	1.0133110728054866
0.04	0.4	Inf	100	1.0223323596858933
0.04	0.8	Inf	100	1.057737306785656
0.05	0	Inf	100	1
0.05	0.05	Inf	100	1.008303688497629
0.05	0.1	Inf	100	1.0107061096797556
0.05	0.2	Inf	100	1.0132058222461158
0.05	0.4	Inf	100	1.0275959017704956
0.05	0.8	Inf	100	1.067592575574168
0.06	0	Inf	100	1
0.06	0.05	Inf	100	1.0072056978625128
0.06	0.1	Inf	100	1.0110806377911317
0.06	0.2	Inf	100	1.0214408358454534
0.06	0.4	Inf	100	1.0379843817698626
0.06	0.8	Inf	100	1.0698786616929696
0.07	0	Inf	100	1
0.07	0.05	Inf	100	1.0073669698838168
0.07	0.1	Inf	100	1.01948932331425
0.07	0.2	Inf	100	1.0387355870367
0.07	0.4	Inf	100	1.037134669606276
0.07	0.8	Inf	100	1.0925315769445842
0.08	0	Inf	100	1
0.08	0.05	Inf	100	1.0113879316185306
0.08	0.1	Inf	100	1.0215299953534929
0.08	0.2	Inf	100	1.029063223955194
0.08	0.4	Inf	100	1.0814951551838343
0.08	0.8	Inf	100	1.1667158963033555
0.09	0	Inf	100	1
0.09	0.05	Inf	100	1.0091470081525784
0.09	0.1	Inf	100	1.0166894406821871
0.09	0.2	Inf	100	1.0410764137639674
0.09	0.4	Inf	100	1.0808520718075214
0.09	0.8	Inf	100	1.13386075733109
0.1	0	Inf	100	1
0.1	0.05	Inf	100	1.0089284980961386
0.1	0.1	Inf	100	1.0215844395378655
0.1	0.2	Inf	100	1.0304519677221293
0.1	0.4	Inf	100	1.0898940797534231
0.1	0.8	Inf	100	1.1904895895645278
0.11	0	Inf	100	1
0.11	0.05	Inf	100	1.0124741214695878
0.11	0.1	Inf	100	1.0264155668884423
0.11	0.2	Inf	100	1.058358328979579
0.11	0.4	Inf	100	1.0910797655080455
0.11	0.8	Inf	100	1.1156383883185126
0.12	0	Inf	100	1
0.12	0.05	Inf	100	1.0131219289183426
0.12	0.1	Inf	100	1.0176632768460465
0.12	0.2	Inf	100	1.0524090203723655
0.12	0.4	Inf	100	1.1409136149144603
0.12	0.8	Inf	100	1.2244279641834293
0.13	0	Inf	100	1
0.13	0.05	Inf	100	1.017196387582896
0.13	0.1	Inf	100	1.0203198404781322
0.13	0.2	Inf	100	1.0587613942480643
0.13	0.4	Inf	100	1.0773658531432728
0.13	0.8	Inf	100	1.3136718751880923
0.14	0	Inf	100	1
0.14	0.05	Inf	100	1.0137384159111082
0.14	0.1	Inf	100	1.0191471258784481
0.14	0.2	Inf	100	1.0407475589028865
0.14	0.4	Inf	100	1.1693313630347408
0.14	0.8	Inf	100	1.156325439940301
0.15	0	Inf	100	1
0.15	0.05	Inf	100	1.0244468722952282
0.15	0.1	Inf	100	1.040010181134127
0.15	0.2	Inf	100	1.0678275042701741
0.15	0.4	Inf	100	1.1160194106399572
0.15	0.8	Inf	100	1.65126211446294
0.16	0	Inf	100	1
0.16	0.05	Inf	100	1.0293679946619454
0.16	0.1	Inf	100	1.0435654340601772
0.16	0.2	Inf	100	1.0814829221544666
0.16	0.4	Inf	100	1.1966966570541193
0.16	0.8	Inf	100	1.2736506961002803
0.17	0	Inf	100	1
0.17	0.05	Inf	100	1.0233814488771917
0.17	0.1	Inf	100	1.0463320897405282
0.17	0.2	Inf	100	1.0782366398402163
0.17	0.4	Inf	100	1.1364283596361586
0.17	0.8	Inf	100	1.2814219968575868
0.18	0	Inf	100	1
0.18	0.05	Inf	100	1.0195439414507537
0.18	0.1	Inf	100	1.0559935816837396
0.18	0.2	Inf	100	1.0941836634245992
0.18	0.4	Inf	100	1.2103609007780591
0.18	0.8	Inf	100	1.3723582700296273
0.19	0	Inf	100	1
0.19	0.05	Inf	100	1.024082225404569
0.19	0.1	Inf	100	1.0394610886372873
0.19	0.2	Inf	100	1.166942183277135
0.19	0.4	Inf	100	1.1221329046170243
0.19	0.8	Inf	100	1.228094005069709
0.2	0	Inf	100	1
0.2	0.05	Inf	100	1.01802189103078
0.2	0.1	Inf	100	1.0879538167146978
0.2	0.2	Inf	100	1.0981043863184867
0.2	0.4	Inf	100	1.1952341974736493
0.2	0.8	Inf	100	1.2806419379696672
0.21	0	Inf	100	1
0.21	0.05	Inf	100	1.0213276271636162
0.21	0.1	Inf	100	1.0410102716799179
0.21	0.2	Inf	100	1.1300783510622616
0.21	0.4	Inf	100	1.3131163311862535
0.21	0.8	Inf	100	1.3642693581924934
0.22	0	Inf	100	1
0.22	0.05	Inf	100	1.0259834864955562
0.22	0.1	Inf	100	1.0659181139029217
0.22	0.2	Inf	100	1.1697934705053075
0.22	0.4	Inf	100	1.133631455487252
0.22	0.8	Inf	100	1.4368494496966946
0.23	0	Inf	100	1
0.23	0.05	Inf	100	1.0281129314194224
0.23	0.1	Inf	100	1.0974614498614146
0.23	0.2	Inf	100	1.0638757805545078
0.23	0.4	Inf	100	1.2253827805379942
0.23	0.8	Inf	100	1.6131125808137647
0.24	0	Inf	100	1
0.24	0.05	Inf	100	1.0253910038818053
0.24	0.1	Inf	100	1.0488965076061934
0.24	0.2	Inf	100	1.121039518787159
0.24	0.4	Inf	100	1.423223395876395
0.24	0.8	Inf	100	1.300221034060439
0.25	0	Inf	100	1
0.25	0.05	Inf	100	1.0382889742654688
0.25	0.1	Inf	100	1.092854243868513
0.25	0.2	Inf	100	1.162520399817164
0.25	0.4	Inf	100	1.4348643923049185
0.25	0.8	Inf	100	1.7144807807495386
0.26	0	Inf	100	1
0.26	0.05	Inf	100	1.05976526668018
0.26	0.1	Inf	100	1.0923535707883762
0.26	0.2	Inf	100	1.1788436147781964
0.26	0.4	Inf	100	1.3461193152330846
0.26	0.8	Inf	100	1.4374961430470874
0.27	0	Inf	100	1
0.27	0.05	Inf	100	1.0458838370859567
0.27	0.1	Inf	100	1.076434989254777
0.27	0.2	Inf	100	1.196173330423014
0.27	0.4	Inf	100	1.2925779726891333
0.27	0.8	Inf	100	1.306484559940052
0.28	0	Inf	100	1
0.28	0.05	Inf	100	1.0279890436966452
0.28	0.1	Inf	100	1.0929002004510124
0.28	0.2	Inf	100	1.1525191645009518
0.28	0.4	Inf	100	1.5275044947305059
0.28	0.8	Inf	100	1.4766585075901737
0.29	0	Inf	100	1
0.29	0.05	Inf	100	1.05699420257052
0.29	0.1	Inf	100	1.0541491008467052
0.29	0.2	Inf	100	1.14903314742964
0.29	0.4	Inf	100	1.2829082280087514
0.29	0.8	Inf	100	1.3014058551791248
0.3	0	Inf	100	1
0.3	0.05	Inf	100	1.0408602284071824
0.3	0.1	Inf	100	1.1238420539021567
0.3	0.2	Inf	100	1.2000287994589522
0.3	0.4	Inf	100	1.6793667974973074
0.3	0.8	Inf	100	1.6117905839693318
0.31	0	Inf	100	1
0.31	0.05	Inf	100	1.0404341664572694
0.31	0.1	Inf	100	1.1460353203958018
0.31	0.2	Inf	100	1.2937916489673291
0.31	0.4	Inf	100	1.2064175081563446
0.31	0.8	Inf	100	1.5114165754902775
0.32	0	Inf	100	1
0.32	0.05	Inf	100	1.0220218365218865
