M_sigma	S	Q_alpha	motif_exon_summary	motif_exon
0.04	0.8	Inf	75	0.050261702130236466
0.05	0	Inf	75	0.051391266128988145
0.05	0.05	Inf	75	0.051335982059561566
0.05	0.1	Inf	75	0.051114074118647435
0.05	0.2	Inf	75	0.05136173892958465
0.05	0.4	Inf	75	0.05079581953845238
0.05	0.8	Inf	75	0.05029232115087019
0.06	0	Inf	75	0.052261262206329984
0.06	0.05	Inf	75	0.05232140040440029
0.06	0.1	Inf	75	0.05121619283966506
0.06	0.2	Inf	75	0.051510421296733486
0.06	0.4	Inf	75	0.05068961328557977
0.06	0.8	Inf	75	0.050285689573285434
0.07	0	Inf	75	0.05408142181715397
0.07	0.05	Inf	75	0.05153844105394566
0.07	0.1	Inf	75	0.053957544372016254
0.07	0.2	Inf	75	0.051960961702915184
0.07	0.4	Inf	75	0.0505506560070495
0.07	0.8	Inf	75	0.05034024979932699
0.08	0	Inf	75	0.05251586869250626
0.08	0.05	Inf	75	0.05371685836153012
0.08	0.1	Inf	75	0.05221923974948863
0.08	0.2	Inf	75	0.05175201350892835
0.08	0.4	Inf	75	0.051471489551170466
0.08	0.8	Inf	75	0.050821195382408445
0.09	0	Inf	75	0.05250349955519843
0.09	0.05	Inf	75	0.0526325595825151
0.09	0.1	Inf	75	0.052588827742163696
0.09	0.2	Inf	75	0.05179485055304527
0.09	0.4	Inf	75	0.05157309335146026
0.09	0.8	Inf	75	0.050588130628557514
0.1	0	Inf	75	0.053191828177298395
0.1	0.05	Inf	75	0.05266865553979788
0.1	0.1	Inf	75	0.054247989667330465
0.1	0.2	Inf	75	0.05124379074635038
0.1	0.4	Inf	75	0.05264768207518236
0.1	0.8	Inf	75	0.05097759797673854
0.11	0	Inf	75	0.052394971738750976
0.11	0.05	Inf	75	0.054339158463957024
0.11	0.1	Inf	75	0.053742809125038996
0.11	0.2	Inf	75	0.05247934953725586
0.11	0.4	Inf	75	0.05415734481170842
0.11	0.8	Inf	75	0.05035576816676415
0.12	0	Inf	75	0.053815432454794754
0.12	0.05	Inf	75	0.05330283682041619
0.12	0.1	Inf	75	0.05312263788484175
0.12	0.2	Inf	75	0.05330787326322165
0.12	0.4	Inf	75	0.05180562408810957
0.12	0.8	Inf	75	0.05094874303315566
0.13	0	Inf	75	0.05668087441297437
0.13	0.05	Inf	75	0.05488548049000701
0.13	0.1	Inf	75	0.053476990070285446
0.13	0.2	Inf	75	0.051800540290397934
0.13	0.4	Inf	75	0.05252379571426409
0.13	0.8	Inf	75	0.05091171522679641
0.14	0	Inf	75	0.056795183352313386
0.14	0.05	Inf	75	0.05199327218593939
0.14	0.1	Inf	75	0.05330078926838751
0.14	0.2	Inf	75	0.05283574576878867
0.14	0.4	Inf	75	0.054183167135958735
0.14	0.8	Inf	75	0.050170610693614275
0.15	0	Inf	75	0.05532807148371656
0.15	0.05	Inf	75	0.054087811364696634
0.15	0.1	Inf	75	0.05422849177842089
0.15	0.2	Inf	75	0.05491936521595472
0.15	0.4	Inf	75	0.05231706141623875
0.15	0.8	Inf	75	0.05085709153473873
0.16	0	Inf	75	0.05296610063706024
0.16	0.05	Inf	75	0.05636403888776979
0.16	0.1	Inf	75	0.05946427311730794
0.16	0.2	Inf	75	0.05264875456913217
0.16	0.4	Inf	75	0.052398618264629486
0.16	0.8	Inf	75	0.05073800247201441
0.17	0	Inf	75	0.054453057563386975
0.17	0.05	Inf	75	0.05526241185720812
0.17	0.1	Inf	75	0.05294052657279934
0.17	0.2	Inf	75	0.05313982477469496
0.17	0.4	Inf	75	0.054134863110926794
0.17	0.8	Inf	75	0.05124542045870968
0.18	0	Inf	75	0.05653348646900801
0.18	0.05	Inf	75	0.05702198877968506
0.18	0.1	Inf	75	0.05606285385644422
0.18	0.2	Inf	75	0.055105645860697314
0.18	0.4	Inf	75	0.05242723175701744
0.18	0.8	Inf	75	0.05075177522857582
0.19	0	Inf	75	0.06088861975110545
0.19	0.05	Inf	75	0.05519620337456377
0.19	0.1	Inf	75	0.0542447828194237
0.19	0.2	Inf	75	0.05298803359879775
0.19	0.4	Inf	75	0.05269694564207797
0.19	0.8	Inf	75	0.05106228772676429
0.2	0	Inf	75	0.052535525074546466
0.2	0.05	Inf	75	0.05125098932118737
0.2	0.1	Inf	75	0.06035150114723667
0.2	0.2	Inf	75	0.05548717095455004
0.2	0.4	Inf	75	0.05284283641443137
0.2	0.8	Inf	75	0.050798475931968054
0.21	0	Inf	75	0.05452645187441943
0.21	0.05	Inf	75	0.05616710534778329
0.21	0.1	Inf	75	0.05257365213655139
0.21	0.2	Inf	75	0.05720867469931472
0.21	0.4	Inf	75	0.05371634482908118
0.21	0.8	Inf	75	0.05101788617030188
0.22	0	Inf	75	0.055051107246008854
0.22	0.05	Inf	75	0.06138906946989413
0.22	0.1	Inf	75	0.057027270021889245
0.22	0.2	Inf	75	0.053595913037387366
0.22	0.4	Inf	75	0.05281986387718277
0.22	0.8	Inf	75	0.05180819444871546
0.23	0	Inf	75	0.05959962769482814
0.23	0.05	Inf	75	0.054739430207291544
0.23	0.1	Inf	75	0.05491368304551818
0.23	0.2	Inf	75	0.0534932171533817
0.23	0.4	Inf	75	0.05363726062330658
0.23	0.8	Inf	75	0.051015160608820956
0.24	0	Inf	75	0.05664885567392174
0.24	0.05	Inf	75	0.05974570323712547
0.24	0.1	Inf	75	0.05615714680228576
0.24	0.2	Inf	75	0.054121098896478675
0.24	0.4	Inf	75	0.05560519624876533
0.24	0.8	Inf	75	0.051448682005932236
0.25	0	Inf	75	0.055896143742253
0.25	0.05	Inf	75	0.05160884381551911
0.25	0.1	Inf	75	0.05962106631153979
0.25	0.2	Inf	75	0.05592961952289713
0.25	0.4	Inf	75	0.05511530957691285
0.25	0.8	Inf	75	0.052168318893779576
0.26	0	Inf	75	0.05844585252435087
0.26	0.05	Inf	75	0.06249656169283071
0.26	0.1	Inf	75	0.054618974212888444
0.26	0.2	Inf	75	0.05563420324434197
0.26	0.4	Inf	75	0.05517252103539277
0.26	0.8	Inf	75	0.05164250686148387
0.27	0	Inf	75	0.057467326661675464
0.27	0.05	Inf	75	0.05864573964226152
0.27	0.1	Inf	75	0.05320947169126279
0.27	0.2	Inf	75	0.05730915448369004
0.27	0.4	Inf	75	0.05430326138361007
0.27	0.8	Inf	75	0.05133836410734756
0.28	0	Inf	75	0.058218293548470273
0.28	0.05	Inf	75	0.05479689445075564
0.28	0.1	Inf	75	0.05144400157579694
0.28	0.2	Inf	75	0.05874198086501045
0.28	0.4	Inf	75	0.05327577258470701
0.28	0.8	Inf	75	0.052094196182837144
0.29	0	Inf	75	0.056062499584289376
0.29	0.05	Inf	75	0.06014709406290609
0.29	0.1	Inf	75	0.05646677062787271
0.29	0.2	Inf	75	0.054747888100571816
0.29	0.4	Inf	75	0.05194583407536308
0.29	0.8	Inf	75	0.05110481464277048
0.3	0	Inf	75	0.0613395560489598
0.3	0.05	Inf	75	0.0590453425187246
0.3	0.1	Inf	75	0.05563285605036659
0.3	0.2	Inf	75	0.054077658962646935
0.3	0.4	Inf	75	0.05268469560733318
0.3	0.8	Inf	75	0.050569371312194945
0.31	0	Inf	75	0.06182683172639349
0.31	0.05	Inf	75	0.060262707093966306
0.31	0.1	Inf	75	0.059146204081212225
0.31	0.2	Inf	75	0.056467663650101446
0.31	0.4	Inf	75	0.05610178642113376
0.31	0.8	Inf	75	0.0519063162440063
0.32	0	Inf	75	0.060709179764132024
0.32	0.05	Inf	75	0.053599883333968555
0.32	0.1	Inf	75	0.05700648303051632
0.32	0.2	Inf	75	0.06047922782457515
0.32	0.4	Inf	75	0.05566606500945885
0.32	0.8	Inf	75	0.05257555358616292
0.33	0	Inf	75	0.05709478546340543
0.33	0.05	Inf	75	0.055537272774484815
0.33	0.1	Inf	75	0.051694967520402826
0.33	0.2	Inf	75	0.05513712211672865
0.33	0.4	Inf	75	0.057441637451939184
0.33	0.8	Inf	75	0.050482228194778725
0.34	0	Inf	75	0.05792212207221906
0.34	0.05	Inf	75	0.05828154593091943
0.34	0.1	Inf	75	0.06198324811601926
0.34	0.2	Inf	75	0.05676347323172817
0.34	0.4	Inf	75	0.055974072645601156
0.34	0.8	Inf	75	0.051708203877280014
0.35	0	Inf	75	0.06313460460694284
0.35	0.05	Inf	75	0.06100888808250995
0.35	0.1	Inf	75	0.061506673343893356
0.35	0.2	Inf	75	0.06469947489993819
0.35	0.4	Inf	75	0.05425425824991026
0.35	0.8	Inf	75	0.05132797253228283
0.36	0	Inf	75	0.0648937841183472
0.36	0.05	Inf	75	0.05323847211412366
0.36	0.1	Inf	75	0.059102159205713656
0.36	0.2	Inf	75	0.05554345855718081
0.36	0.4	Inf	75	0.05780546534038637
0.36	0.8	Inf	75	0.0516304326100626
0.37	0	Inf	75	0.05660077033641456
0.37	0.05	Inf	75	0.05434812960397771
0.37	0.1	Inf	75	0.05366279143311373
0.37	0.2	Inf	75	0.05907605322674667
0.37	0.4	Inf	75	0.05798649767134128
0.37	0.8	Inf	75	0.05268589717693474
0.38	0	Inf	75	0.05635309798839539
0.38	0.05	Inf	75	0.06383979456522745
0.38	0.1	Inf	75	0.05759888413767813
0.38	0.2	Inf	75	0.05638985579237614
0.38	0.4	Inf	75	0.05469401106521946
0.38	0.8	Inf	75	0.05316745677569607
0.39	0	Inf	75	0.062399346788318086
0.39	0.05	Inf	75	0.05672696333434968
0.39	0.1	Inf	75	0.05903465002993563
0.39	0.2	Inf	75	0.059906126802643546
0.39	0.4	Inf	75	0.061144997476550354
0.39	0.8	Inf	75	0.05227984413301015
0.4	0	Inf	75	0.06030920948581642
0.4	0.05	Inf	75	0.05186097158090948
0.4	0.1	Inf	75	0.05020422950524345
0.4	0.2	Inf	75	0.0633529766752978
0.4	0.4	Inf	75	0.05564350549807652
0.4	0.8	Inf	75	0.051689478523411436
0.41	0	Inf	75	0.05676249047650268
0.41	0.05	Inf	75	0.059210749204032624
0.41	0.1	Inf	75	0.06733913822719143
0.41	0.2	Inf	75	0.05968816393391486
0.41	0.4	Inf	75	0.05597150922782808
0.41	0.8	Inf	75	0.051933543512230645
0.42	0	Inf	75	0.0543795837808094
0.42	0.05	Inf	75	0.061074149388861715
0.42	0.1	Inf	75	0.0571463648769647
0.42	0.2	Inf	75	0.06029252469641215
0.42	0.4	Inf	75	0.05501584386494032
0.42	0.8	Inf	75	0.05022912067282821
0.43	0	Inf	75	0.054255880028079795
0.43	0.05	Inf	75	0.058241462926333754
0.43	0.1	Inf	75	0.05922922585800009
0.43	0.2	Inf	75	0.06330150770096948
0.43	0.4	Inf	75	0.057644169321375706
0.43	0.8	Inf	75	0.05097152691979472
0.44	0	Inf	75	0.05886898718719261
0.44	0.05	Inf	75	0.06081202052747153
0.44	0.1	Inf	75	0.055673018770820565
0.44	0.2	Inf	75	0.058494269629174526
0.44	0.4	Inf	75	0.05719646154559001
0.44	0.8	Inf	75	0.05235413916735798
0.45	0	Inf	75	0.0677061427747706
0.45	0.05	Inf	75	0.0535660851157951
0.45	0.1	Inf	75	0.05873372167447474
0.45	0.2	Inf	75	0.058305672483267464
0.45	0.4	Inf	75	0.05856159268853661
0.45	0.8	Inf	75	0.051779179929827404
0.46	0	Inf	75	0.06221473959159582
0.46	0.05	Inf	75	0.06492574112792311
0.46	0.1	Inf	75	0.06662762149576643
0.46	0.2	Inf	75	0.06432396599184181
0.46	0.4	Inf	75	0.05561358029865625
0.46	0.8	Inf	75	0.051701912678393455
0.47	0	Inf	75	0.05986818171707066
0.47	0.05	Inf	75	0.05639453751402004
0.47	0.1	Inf	75	0.062320668546856334
0.47	0.2	Inf	75	0.0644180427039789
0.47	0.4	Inf	75	0.060579176176722656
0.47	0.8	Inf	75	0.050358768171874624
0.48	0	Inf	75	0.0664799923894527
0.48	0.05	Inf	75	0.04790159135450238
0.48	0.1	Inf	75	0.0588059860126928
0.48	0.2	Inf	75	0.05560499330290763
0.48	0.4	Inf	75	0.05962523501083765
0.48	0.8	Inf	75	0.051209526771321755
0.49	0	Inf	75	0.054966889240769375
0.49	0.05	Inf	75	0.05869467954527614
0.49	0.1	Inf	75	0.05937141705854733
0.49	0.2	Inf	75	0.056960397362563864
0.49	0.4	Inf	75	0.05420637614131186
0.49	0.8	Inf	75	0.054224858122661035
0.5	0	Inf	75	0.06106623760983724
0.5	0.05	Inf	75	0.0526275116767369
0.5	0.1	Inf	75	0.05468958549135735
0.5	0.2	Inf	75	0.056370175875745325
0.5	0.4	Inf	75	0.05190106153050554
0.5	0.8	Inf	75	0.05147161816588732
0.51	0	Inf	75	0.06465178315279146
0.51	0.05	Inf	75	0.0669209870990738
0.51	0.1	Inf	75	0.05858276010524145
0.51	0.2	Inf	75	0.05549736331923553
0.51	0.4	Inf	75	0.05471104264083501
0.51	0.8	Inf	75	0.04931568375291615
0.52	0	Inf	75	0.0635804616114306
0.52	0.05	Inf	75	0.061540926884017924
0.52	0.1	Inf	75	0.06676568447441153
0.52	0.2	Inf	75	0.05719857801083541
0.52	0.4	Inf	75	0.06310169424084006
0.52	0.8	Inf	75	0.051334923172122834
0.53	0	Inf	75	0.06919916532526102
0.53	0.05	Inf	75	0.06515545587749504
0.53	0.1	Inf	75	0.05619553959922734
0.53	0.2	Inf	75	0.05918421167889271
0.53	0.4	Inf	75	0.05517222538132522
0.53	0.8	Inf	75	0.05186696827715774
0.54	0	Inf	75	0.05772588342363409
0.54	0.05	Inf	75	0.065662196558012
0.54	0.1	Inf	75	0.05797635273565098
0.54	0.2	Inf	75	0.053194923862271565
0.54	0.4	Inf	75	0.06126942817821105
0.54	0.8	Inf	75	0.05459953337686289
0.55	0	Inf	75	0.06353074928664584
0.55	0.05	Inf	75	0.04726806548811576
0.55	0.1	Inf	75	0.06128566094685577
0.55	0.2	Inf	75	0.06405647662543992
0.55	0.4	Inf	75	0.06288646303148174
0.55	0.8	Inf	75	0.05302210377369987
0.56	0	Inf	75	0.05790250276587634
0.56	0.05	Inf	75	0.06217948177759654
0.56	0.1	Inf	75	0.061079880105003787
0.56	0.2	Inf	75	0.05403608636378111
0.56	0.4	Inf	75	0.060094871837851734
0.56	0.8	Inf	75	0.05199375868101082
0.57	0	Inf	75	0.06276850999054981
0.57	0.05	Inf	75	0.06877956434865673
0.57	0.1	Inf	75	0.06127137220916436
0.57	0.2	Inf	75	0.05639202491564402
0.57	0.4	Inf	75	0.05378453398608038
0.57	0.8	Inf	75	0.054280438582055786
0.58	0	Inf	75	0.05760147993292442
0.58	0.05	Inf	75	0.06274959974869619
0.58	0.1	Inf	75	0.05412023411868591
0.58	0.2	Inf	75	0.05945145788038406
0.58	0.4	Inf	75	0.05505819130813212
0.58	0.8	Inf	75	0.051129582868032895
0.59	0	Inf	75	0.0651636745485146
0.59	0.05	Inf	75	0.06575769829867283
0.59	0.1	Inf	75	0.06132452232081556
0.59	0.2	Inf	75	0.061791632510848675
0.59	0.4	Inf	75	0.06964833578663447
0.59	0.8	Inf	75	0.052664905797246614
0.6	0	Inf	75	0.06450902400696186
0.6	0.05	Inf	75	0.05779087832847815
0.6	0.1	Inf	75	0.05549987697455117
0.6	0.2	Inf	75	0.0527160051008132
0.6	0.4	Inf	75	0.05614579616171318
0.6	0.8	Inf	75	0.05294559589745627
0.61	0	Inf	75	0.048583240916704164
0.61	0.05	Inf	75	0.0643023827895764
0.61	0.1	Inf	75	0.0664217218185071
0.61	0.2	Inf	75	0.0725484406644572
0.61	0.4	Inf	75	0.05695029664353347
0.61	0.8	Inf	75	0.05279755299720712
0.62	0	Inf	75	0.07453299718447345
0.62	0.05	Inf	75	0.06298800064062172
0.62	0.1	Inf	75	0.06550879700741682
0.62	0.2	Inf	75	0.06290641156340704
0.62	0.4	Inf	75	0.05789383904197583
0.62	0.8	Inf	75	0.052351603801453636
0.63	0	Inf	75	0.06568823925214266
0.63	0.05	Inf	75	0.060081655001759424
0.63	0.1	Inf	75	0.06556868049009017
0.63	0.2	Inf	75	0.06252908267693334
0.63	0.4	Inf	75	0.06222060147350766
0.63	0.8	Inf	75	0.05022324839535949
0.64	0	Inf	75	0.07277021500627913
0.64	0.05	Inf	75	0.04884086683167198
0.64	0.1	Inf	75	0.05742994010868639
0.64	0.2	Inf	75	0.05825673828153134
0.64	0.4	Inf	75	0.055605299732955624
0.64	0.8	Inf	75	0.050976964561544005
0.65	0	Inf	75	0.06287601555661669
0.65	0.05	Inf	75	0.06616784169317078
0.65	0.1	Inf	75	0.06558149232803094
0.65	0.2	Inf	75	0.047817760737658435
0.65	0.4	Inf	75	0.0586438165869158
0.65	0.8	Inf	75	0.054297382630439844
0.66	0	Inf	75	0.05304047722788897
0.66	0.05	Inf	75	0.06118039989148627
0.66	0.1	Inf	75	0.06704346511798737
0.66	0.2	Inf	75	0.04690559881648253
0.66	0.4	Inf	75	0.0546120965287127
0.66	0.8	Inf	75	0.053927106694835594
0.67	0	Inf	75	0.0725631412453281
0.67	0.05	Inf	75	0.05590336946379735
0.67	0.1	Inf	75	0.05914290151105747
0.67	0.2	Inf	75	0.051264086091855225
0.67	0.4	Inf	75	0.056167358353962554
0.67	0.8	Inf	75	0.05333872479049606
0.68	0	Inf	75	0.06196750703989665
0.68	0.05	Inf	75	0.06372112293112138
0.68	0.1	Inf	75	0.061659008509364475
0.68	0.2	Inf	75	0.061122496997663325
0.68	0.4	Inf	75	0.05226017669466934
0.68	0.8	Inf	75	0.05310107430885258
0.69	0	Inf	75	0.07021026127588009
0.69	0.05	Inf	75	0.04845318470339856
0.69	0.1	Inf	75	0.05935020656317534
0.69	0.2	Inf	75	0.060010463480217734
0.69	0.4	Inf	75	0.053414620565239275
0.69	0.8	Inf	75	0.05386348224673578
0.7	0	Inf	75	0.05886063144718434
0.7	0.05	Inf	75	0.06051921876838306
0.7	0.1	Inf	75	0.05908558285876431
0.7	0.2	Inf	75	0.05408643460103034
0.7	0.4	Inf	75	0.057960998352290835
0.7	0.8	Inf	75	0.04911031419837439
0.71	0	Inf	75	0.05579681823602476
0.71	0.05	Inf	75	0.07024759187963388
0.71	0.1	Inf	75	0.06448066994945718
0.71	0.2	Inf	75	0.05981042369061018
0.71	0.4	Inf	75	0.05285688024745806
0.71	0.8	Inf	75	0.054947780492087386
0.72	0	Inf	75	0.05881152357669149
0.72	0.05	Inf	75	0.06341274454946833
0.72	0.1	Inf	75	0.04666372585839611
0.72	0.2	Inf	75	0.05596100708166729
0.72	0.4	Inf	75	0.04646081515030307
0.72	0.8	Inf	75	0.05445004306714224
0.73	0	Inf	75	0.07226425386601507
0.73	0.05	Inf	75	0.061310507877500926
0.73	0.1	Inf	75	0.06889298896207727
0.73	0.2	Inf	75	0.07164332687091862
0.73	0.4	Inf	75	0.05702150801059025
0.73	0.8	Inf	75	0.05148239327110017
0.74	0	Inf	75	0.05952795021659668
0.74	0.05	Inf	75	0.062095729820875925
0.74	0.1	Inf	75	0.05719896021645042
0.74	0.2	Inf	75	0.0570973014823205
0.74	0.4	Inf	75	0.05161502387982706
0.74	0.8	Inf	75	0.05488963860091543
0.75	0	Inf	75	0.0571028019652787
0.75	0.05	Inf	75	0.061845063515241064
0.75	0.1	Inf	75	0.07197005005933083
0.75	0.2	Inf	75	0.06658577551546033
0.75	0.4	Inf	75	0.05637423183998817
0.75	0.8	Inf	75	0.05091747147174637
0.76	0	Inf	75	0.08024102679988844
0.76	0.05	Inf	75	0.0646730837797091
0.76	0.1	Inf	75	0.05303912486689252
0.76	0.2	Inf	75	0.06538746738737758
0.76	0.4	Inf	75	0.060551903767537094
0.76	0.8	Inf	75	0.054239683479489716
0.77	0	Inf	75	0.059551632735222355
0.77	0.05	Inf	75	0.05443144332297831
0.77	0.1	Inf	75	0.06425363688304825
0.77	0.2	Inf	75	0.05393634263096536
0.77	0.4	Inf	75	0.054177386175598294
0.77	0.8	Inf	75	0.0550715608946607
0.78	0	Inf	75	0.07406201879622965
0.78	0.05	Inf	75	0.057392889912593954
0.78	0.1	Inf	75	0.06682693456881304
0.78	0.2	Inf	75	0.05221868467865416
0.78	0.4	Inf	75	0.06014998005285257
0.78	0.8	Inf	75	0.049259891950088626
0.79	0	Inf	75	0.06612391842242543
0.79	0.05	Inf	75	0.058349632960075434
0.79	0.1	Inf	75	0.055450031449132776
0.79	0.2	Inf	75	0.05443115580862183
0.79	0.4	Inf	75	0.05721501734973031
0.79	0.8	Inf	75	0.05086646058252814
0.8	0	Inf	75	0.06366188347013962
0.8	0.05	Inf	75	0.0635696373517768
0.8	0.1	Inf	75	0.06872721121658626
0.8	0.2	Inf	75	0.04834851587358779
0.8	0.4	Inf	75	0.06261467489331565
0.8	0.8	Inf	75	0.051844656492007785
0.81	0	Inf	75	0.06221124050825769
0.81	0.05	Inf	75	0.07031650251187023
0.81	0.1	Inf	75	0.06813661285225853
0.81	0.2	Inf	75	0.07283864487733424
0.81	0.4	Inf	75	0.0595702993577709
0.81	0.8	Inf	75	0.05405991345051246
0.82	0	Inf	75	0.08236169302362738
0.82	0.05	Inf	75	0.060184887248346544
0.82	0.1	Inf	75	0.053937467550316046
0.82	0.2	Inf	75	0.06292789654125355
0.82	0.4	Inf	75	0.06731383211026544
0.82	0.8	Inf	75	0.049058016760960506
0.83	0	Inf	75	0.08360747074776081
0.83	0.05	Inf	75	0.06170199038414578
0.83	0.1	Inf	75	0.07615318464357863
0.83	0.2	Inf	75	0.04706332684722354
0.83	0.4	Inf	75	0.043641256427800416
0.83	0.8	Inf	75	0.051626907191058724
0.84	0	Inf	75	0.06204396834290615
0.84	0.05	Inf	75	0.059218084843440405
0.84	0.1	Inf	75	0.05384905892812722
0.84	0.2	Inf	75	0.05848923993267023
0.84	0.4	Inf	75	0.06433665391824506
0.84	0.8	Inf	75	0.052372540931567076
0.85	0	Inf	75	0.07513978846805448
0.85	0.05	Inf	75	0.05850809761268789
0.85	0.1	Inf	75	0.05616154214033314
0.85	0.2	Inf	75	0.06337498474744882
0.85	0.4	Inf	75	0.05926833580116595
0.85	0.8	Inf	75	0.05089283374719023
0.86	0	Inf	75	0.06796657799061316
0.86	0.05	Inf	75	0.060345690498987956
0.86	0.1	Inf	75	0.07359613504406749
0.86	0.2	Inf	75	0.04806981611978326
0.86	0.4	Inf	75	0.0574268041413927
0.86	0.8	Inf	75	0.05016475103710176
0.87	0	Inf	75	0.05905034281268069
0.87	0.05	Inf	75	0.05388079547719696
0.87	0.1	Inf	75	0.07226985381827472
0.87	0.2	Inf	75	0.06558398916835553
0.87	0.4	Inf	75	0.05941291654112549
0.87	0.8	Inf	75	0.057011351091031545
0.88	0	Inf	75	0.051168838414664214
0.88	0.05	Inf	75	0.06689315285906895
0.88	0.1	Inf	75	0.05605309410808275
0.88	0.2	Inf	75	0.06171125638044907
0.88	0.4	Inf	75	0.06125435039767294
0.88	0.8	Inf	75	0.05139478976181345
0.89	0	Inf	75	0.06969694768498079
0.89	0.05	Inf	75	0.05849232863044866
0.89	0.1	Inf	75	0.06393323768665447
0.89	0.2	Inf	75	0.05163036383240417
0.89	0.4	Inf	75	0.05343291178580505
0.89	0.8	Inf	75	0.04984296118531513
0.9	0	Inf	75	0.03600130414767069
0.9	0.05	Inf	75	0.06848113120411288
0.9	0.1	Inf	75	0.056034327091079604
0.9	0.2	Inf	75	0.053180368193065486
0.9	0.4	Inf	75	0.0665331496261031
0.9	0.8	Inf	75	0.05024917181400272
0.91	0	Inf	75	0.07217789357972243
0.91	0.05	Inf	75	0.05841211641650526
0.91	0.1	Inf	75	0.0613937135916868
0.91	0.2	Inf	75	0.05033984414779956
0.91	0.4	Inf	75	0.05549516855872651
0.91	0.8	Inf	75	0.05184003470972654
0.92	0	Inf	75	0.05447794868186887
0.92	0.05	Inf	75	0.0515863780995002
0.92	0.1	Inf	75	0.0539454666445004
0.92	0.2	Inf	75	0.06415245514039161
0.92	0.4	Inf	75	0.058733468692376514
0.92	0.8	Inf	75	0.05790365401626385
0.93	0	Inf	75	0.0554901209588076
0.93	0.05	Inf	75	0.07535562291422732
0.93	0.1	Inf	75	0.07119092096307698
0.93	0.2	Inf	75	0.046698020446113264
0.93	0.4	Inf	75	0.043654083539308094
0.93	0.8	Inf	75	0.05324586467649116
0.94	0	Inf	75	0.0602717512100609
0.94	0.05	Inf	75	0.0490539083950535
0.94	0.1	Inf	75	0.04816381437727313
0.94	0.2	Inf	75	0.05210871941571645
0.94	0.4	Inf	75	0.05599893332732413
0.94	0.8	Inf	75	0.049773721874168834
0.95	0	Inf	75	0.0872104093416489
0.95	0.05	Inf	75	0.05594607230337452
0.95	0.1	Inf	75	0.05858598700774109
0.95	0.2	Inf	75	0.05953510785020857
0.95	0.4	Inf	75	0.06652149240675378
0.95	0.8	Inf	75	0.0517839635056746
0.96	0	Inf	75	0.06722657666430226
0.96	0.05	Inf	75	0.039304379477951776
0.96	0.1	Inf	75	0.06818387619292984
0.96	0.2	Inf	75	0.06446541449831245
0.96	0.4	Inf	75	0.06932945136387927
0.96	0.8	Inf	75	0.0535756179953845
0.97	0	Inf	75	0.06074427464134999
0.97	0.05	Inf	75	0.06546067201302516
0.97	0.1	Inf	75	0.07432417336565426
0.97	0.2	Inf	75	0.062493289161097594
0.97	0.4	Inf	75	0.057252629067535164
0.97	0.8	Inf	75	0.053938624171136915
0.98	0	Inf	75	0.035411328140738926
0.98	0.05	Inf	75	0.06978997489732235
0.98	0.1	Inf	75	0.05969448038001402
0.98	0.2	Inf	75	0.06119229488227661
0.98	0.4	Inf	75	0.057520221869394934
0.98	0.8	Inf	75	0.05081021161382443
0.99	0	Inf	75	0.07594403177450422
0.99	0.05	Inf	75	0.06768148572034433
0.99	0.1	Inf	75	0.03993035388830518
0.99	0.2	Inf	75	0.05931247529997999
0.99	0.4	Inf	75	0.05022899192378243
0.99	0.8	Inf	75	0.048654243456354385
1	0	Inf	75	0.06314773693357714
1	0.05	Inf	75	0.04598371955616566
1	0.1	Inf	75	0.03554310218966154
1	0.2	Inf	75	0.0661605995188482
1	0.4	Inf	75	0.05007175822836545
1	0.8	Inf	75	0.04577876941205865
0	0	Inf	100	0.05000000000000002
0	0.05	Inf	100	0.05000000000000002
0	0.1	Inf	100	0.05000000000000002
0	0.2	Inf	100	0.05000000000000002
0	0.4	Inf	100	0.05000000000000002
0	0.8	Inf	100	0.05000000000000001
0.01	0	Inf	100	0.0507083368636327
0.01	0.05	Inf	100	0.05143815546154859
0.01	0.1	Inf	100	0.050942024434613875
0.01	0.2	Inf	100	0.050488783784350844
0.01	0.4	Inf	100	0.050460507548065615
0.01	0.8	Inf	100	0.0501824420340814
0.02	0	Inf	100	0.0520555368641244
0.02	0.05	Inf	100	0.05149738769828149
0.02	0.1	Inf	100	0.051703799416460874
0.02	0.2	Inf	100	0.05099352682848234
0.02	0.4	Inf	100	0.051519148250220366
0.02	0.8	Inf	100	0.05039652389572149
0.03	0	Inf	100	0.05302591745547302
0.03	0.05	Inf	100	0.052286441348275495
0.03	0.1	Inf	100	0.05199589584937149
0.03	0.2	Inf	100	0.052560885919466754
0.03	0.4	Inf	100	0.05147562068852802
0.03	0.8	Inf	100	0.050391479065153205
0.04	0	Inf	100	0.054297926837508934
0.04	0.05	Inf	100	0.05331106951170053
0.04	0.1	Inf	100	0.05188541655817644
0.04	0.2	Inf	100	0.05231006450960027
0.04	0.4	Inf	100	0.05158446875594757
0.04	0.8	Inf	100	0.05077734536012006
0.05	0	Inf	100	0.053812861770445
0.05	0.05	Inf	100	0.055334091178356644
0.05	0.1	Inf	100	0.054748737780229845
0.05	0.2	Inf	100	0.055047340960030715
0.05	0.4	Inf	100	0.05230356118894871
0.05	0.8	Inf	100	0.05085947269454862
0.06	0	Inf	100	0.05687707114387108
0.06	0.05	Inf	100	0.055368921280062905
0.06	0.1	Inf	100	0.05607948074464754
0.06	0.2	Inf	100	0.057308779417954765
