M_sigma	S	Q_alpha	motif_intron_summary	motif_intron
0.05	0.2	Inf	100	0.056309176200038384
0.05	0.4	Inf	100	0.05383926864824785
0.05	0.8	Inf	100	0.05429736347274308
0.06	0	Inf	100	0.05687707114387108
0.06	0.05	Inf	100	0.05565149608427674
0.06	0.1	Inf	100	0.05675497860516394
0.06	0.2	Inf	100	0.05913597427244345
0.06	0.4	Inf	100	0.05593406144927033
0.06	0.8	Inf	100	0.05489755966241417
0.07	0	Inf	100	0.06434256481002079
0.07	0.05	Inf	100	0.054750681619297706
0.07	0.1	Inf	100	0.05778293021242437
0.07	0.2	Inf	100	0.05828303777343214
0.07	0.4	Inf	100	0.058413217167737744
0.07	0.8	Inf	100	0.05563330101976349
0.08	0	Inf	100	0.05489066628056412
0.08	0.05	Inf	100	0.05461391984401084
0.08	0.1	Inf	100	0.06062481279223014
0.08	0.2	Inf	100	0.061580161594296794
0.08	0.4	Inf	100	0.058939541255826754
0.08	0.8	Inf	100	0.05683992939157345
0.09	0	Inf	100	0.059488842038556033
0.09	0.05	Inf	100	0.05535243251340341
0.09	0.1	Inf	100	0.05804646550968244
0.09	0.2	Inf	100	0.059407061549364884
0.09	0.4	Inf	100	0.0580780628789687
0.09	0.8	Inf	100	0.05441938247687283
0.1	0	Inf	100	0.06323995643637949
0.1	0.05	Inf	100	0.05677083925859852
0.1	0.1	Inf	100	0.0637302816456051
0.1	0.2	Inf	100	0.058837252448881466
0.1	0.4	Inf	100	0.05849024176293857
0.1	0.8	Inf	100	0.0587987519694932
0.11	0	Inf	100	0.06328795739981816
0.11	0.05	Inf	100	0.05842220899893833
0.11	0.1	Inf	100	0.06066824756824413
0.11	0.2	Inf	100	0.059019054466412806
0.11	0.4	Inf	100	0.06102616456459232
0.11	0.8	Inf	100	0.060415772355865455
0.12	0	Inf	100	0.06289360518919794
0.12	0.05	Inf	100	0.06190393637415858
0.12	0.1	Inf	100	0.0578842938481132
0.12	0.2	Inf	100	0.07282552478077048
0.12	0.4	Inf	100	0.06345192556112698
0.12	0.8	Inf	100	0.059021901203985455
0.13	0	Inf	100	0.0658894698449888
0.13	0.05	Inf	100	0.06530418710256287
0.13	0.1	Inf	100	0.06146003702514462
0.13	0.2	Inf	100	0.06415468096086899
0.13	0.4	Inf	100	0.06774058241653598
0.13	0.8	Inf	100	0.05782413533659269
0.14	0	Inf	100	0.05978060691998283
0.14	0.05	Inf	100	0.07113364454436093
0.14	0.1	Inf	100	0.060158127689851404
0.14	0.2	Inf	100	0.06716736672621258
0.14	0.4	Inf	100	0.07156307620583495
0.14	0.8	Inf	100	0.058425699091974016
0.15	0	Inf	100	0.0754778109635737
0.15	0.05	Inf	100	0.06608197715890803
0.15	0.1	Inf	100	0.06488582154429096
0.15	0.2	Inf	100	0.07134492329431151
0.15	0.4	Inf	100	0.06114342349600767
0.15	0.8	Inf	100	0.07098487153604154
0.16	0	Inf	100	0.06360582166404904
0.16	0.05	Inf	100	0.06175503214170975
0.16	0.1	Inf	100	0.06592756319357915
0.16	0.2	Inf	100	0.06562140517365973
0.16	0.4	Inf	100	0.07262811576891157
0.16	0.8	Inf	100	0.06475224132424873
0.17	0	Inf	100	0.07562026352964234
0.17	0.05	Inf	100	0.06487592091081223
0.17	0.1	Inf	100	0.08443946885628653
0.17	0.2	Inf	100	0.06827007661512058
0.17	0.4	Inf	100	0.06930417221829314
0.17	0.8	Inf	100	0.06193146752261147
0.18	0	Inf	100	0.07579945468972019
0.18	0.05	Inf	100	0.07328806092961423
0.18	0.1	Inf	100	0.06659670513197355
0.18	0.2	Inf	100	0.07375582041540685
0.18	0.4	Inf	100	0.06652813227385121
0.18	0.8	Inf	100	0.075327299618274
0.19	0	Inf	100	0.06558576261383754
0.19	0.05	Inf	100	0.06835760520455077
0.19	0.1	Inf	100	0.06891713535491256
0.19	0.2	Inf	100	0.0823878797091184
0.19	0.4	Inf	100	0.0675723136938774
0.19	0.8	Inf	100	0.0604499479225788
0.2	0	Inf	100	0.08153543746963243
0.2	0.05	Inf	100	0.0706536219464565
0.2	0.1	Inf	100	0.07174869091373416
0.2	0.2	Inf	100	0.08122281371301686
0.2	0.4	Inf	100	0.06716997763290511
0.2	0.8	Inf	100	0.07233914825688419
0.21	0	Inf	100	0.0727460756206703
0.21	0.05	Inf	100	0.09237331623160992
0.21	0.1	Inf	100	0.07183460946177782
0.21	0.2	Inf	100	0.0928745748484966
0.21	0.4	Inf	100	0.08241763231305617
0.21	0.8	Inf	100	0.07268595102859018
0.22	0	Inf	100	0.0628871039255088
0.22	0.05	Inf	100	0.08149552544777598
0.22	0.1	Inf	100	0.07478833095169571
0.22	0.2	Inf	100	0.08023411313753254
0.22	0.4	Inf	100	0.06895916714721022
0.22	0.8	Inf	100	0.07693147184504431
0.23	0	Inf	100	0.08755224536879945
0.23	0.05	Inf	100	0.07662458100183725
0.23	0.1	Inf	100	0.08186842226518587
0.23	0.2	Inf	100	0.07574893983176857
0.23	0.4	Inf	100	0.06643613681593112
0.23	0.8	Inf	100	0.07467132577637586
0.24	0	Inf	100	0.09578172554269956
0.24	0.05	Inf	100	0.07388586339146791
0.24	0.1	Inf	100	0.06771486158541061
0.24	0.2	Inf	100	0.0897228757756648
0.24	0.4	Inf	100	0.07888369181389655
0.24	0.8	Inf	100	0.07877474947826446
0.25	0	Inf	100	0.09193589077306785
0.25	0.05	Inf	100	0.10160269237685646
0.25	0.1	Inf	100	0.08658081056282904
0.25	0.2	Inf	100	0.061074740424727825
0.25	0.4	Inf	100	0.07058307420800403
0.25	0.8	Inf	100	0.08392934025720154
0.26	0	Inf	100	0.07737039216420873
0.26	0.05	Inf	100	0.07190524706234587
0.26	0.1	Inf	100	0.09316797257580965
0.26	0.2	Inf	100	0.07100010534821004
0.26	0.4	Inf	100	0.09717556068595172
0.26	0.8	Inf	100	0.09033002677506788
0.27	0	Inf	100	0.07927960081589816
0.27	0.05	Inf	100	0.10178181223382127
0.27	0.1	Inf	100	0.08531985426388441
0.27	0.2	Inf	100	0.09614388851751228
0.27	0.4	Inf	100	0.08059949297335142
0.27	0.8	Inf	100	0.07385948343851316
0.28	0	Inf	100	0.08221176201275185
0.28	0.05	Inf	100	0.07637656866812328
0.28	0.1	Inf	100	0.0975307301369987
0.28	0.2	Inf	100	0.09323926873383806
0.28	0.4	Inf	100	0.07076966290805649
0.28	0.8	Inf	100	0.06517416941578524
0.29	0	Inf	100	0.08861852307532869
0.29	0.05	Inf	100	0.07873799360423693
0.29	0.1	Inf	100	0.08683384769320385
0.29	0.2	Inf	100	0.10238787458895714
0.29	0.4	Inf	100	0.09816967696205492
0.29	0.8	Inf	100	0.07781472077670824
0.3	0	Inf	100	0.09367801724636095
0.3	0.05	Inf	100	0.08602559927184653
0.3	0.1	Inf	100	0.1072733484283875
0.3	0.2	Inf	100	0.07675883770418473
0.3	0.4	Inf	100	0.08572879719907393
0.3	0.8	Inf	100	0.0792911469194766
0.31	0	Inf	100	0.07088576484402705
0.31	0.05	Inf	100	0.09302064518012511
0.31	0.1	Inf	100	0.08180975731499747
0.31	0.2	Inf	100	0.08003188155240124
0.31	0.4	Inf	100	0.06909187452378102
0.31	0.8	Inf	100	0.08391949605362502
0.32	0	Inf	100	0.10626555646922846
0.32	0.05	Inf	100	0.09163018834784707
0.32	0.1	Inf	100	0.08286340688437713
0.32	0.2	Inf	100	0.08061740721336554
0.32	0.4	Inf	100	0.10200695361755462
0.32	0.8	Inf	100	0.09358895968706353
0.33	0	Inf	100	0.08472425335462797
0.33	0.05	Inf	100	0.09171170031792214
0.33	0.1	Inf	100	0.10677029948255362
0.33	0.2	Inf	100	0.08771861837824528
0.33	0.4	Inf	100	0.10856734997148802
0.33	0.8	Inf	100	0.09623201763858609
0.34	0	Inf	100	0.08963621700324206
0.34	0.05	Inf	100	0.07861215566150569
0.34	0.1	Inf	100	0.07836304257765715
0.34	0.2	Inf	100	0.14450152885814868
0.34	0.4	Inf	100	0.08451203945229707
0.34	0.8	Inf	100	0.0923439051005084
0.35	0	Inf	100	0.07745308004941479
0.35	0.05	Inf	100	0.1266882203231537
0.35	0.1	Inf	100	0.08132258764109522
0.35	0.2	Inf	100	0.08854497530759345
0.35	0.4	Inf	100	0.11214438525274835
0.35	0.8	Inf	100	0.09563237681925717
0.36	0	Inf	100	0.09684267332998382
0.36	0.05	Inf	100	0.13282051312899246
0.36	0.1	Inf	100	0.0904955799946544
0.36	0.2	Inf	100	0.09489188468479828
0.36	0.4	Inf	100	0.1109558081616219
0.36	0.8	Inf	100	0.10248000288304474
0.37	0	Inf	100	0.09829494573799262
0.37	0.05	Inf	100	0.09075575561944121
0.37	0.1	Inf	100	0.09110341806509009
0.37	0.2	Inf	100	0.08869764665056983
0.37	0.4	Inf	100	0.09473394196860986
0.37	0.8	Inf	100	0.09510752838134005
0.38	0	Inf	100	0.08537983308898914
0.38	0.05	Inf	100	0.08489780478984846
0.38	0.1	Inf	100	0.10072017104917393
0.38	0.2	Inf	100	0.11571584108027742
0.38	0.4	Inf	100	0.11644950333659085
0.38	0.8	Inf	100	0.08850706577319407
0.39	0	Inf	100	0.09547097962521796
0.39	0.05	Inf	100	0.08320976849533844
0.39	0.1	Inf	100	0.10576537366193714
0.39	0.2	Inf	100	0.08210433854384759
0.39	0.4	Inf	100	0.07846289062643672
0.39	0.8	Inf	100	0.07529110439133686
0.4	0	Inf	100	0.09892971196523147
0.4	0.05	Inf	100	0.1012442127672572
0.4	0.1	Inf	100	0.11503542953318613
0.4	0.2	Inf	100	0.0886386217918351
0.4	0.4	Inf	100	0.11215027961676442
0.4	0.8	Inf	100	0.08684015015083064
0.41	0	Inf	100	0.08468905351576628
0.41	0.05	Inf	100	0.10776285704048906
0.41	0.1	Inf	100	0.11948323303365886
0.41	0.2	Inf	100	0.08912161403183523
0.41	0.4	Inf	100	0.10848449726736546
0.41	0.8	Inf	100	0.06823657853744944
0.42	0	Inf	100	0.08673476965514527
0.42	0.05	Inf	100	0.08929434262234943
0.42	0.1	Inf	100	0.07676337248869482
0.42	0.2	Inf	100	0.08278561547286507
0.42	0.4	Inf	100	0.10467510010441196
0.42	0.8	Inf	100	0.20770876495658036
0.43	0	Inf	100	0.12450544885051498
0.43	0.05	Inf	100	0.085832921607923
0.43	0.1	Inf	100	0.10215018525673895
0.43	0.2	Inf	100	0.08984040603327632
0.43	0.4	Inf	100	0.08851751571709443
0.43	0.8	Inf	100	0.11515318487312338
0.44	0	Inf	100	0.11459918072887944
0.44	0.05	Inf	100	0.1313362476697407
0.44	0.1	Inf	100	0.0798571478379363
0.44	0.2	Inf	100	0.10194628398624273
0.44	0.4	Inf	100	0.08465465501633128
0.44	0.8	Inf	100	0.19033887111493508
0.45	0	Inf	100	0.10136131010057757
0.45	0.05	Inf	100	0.16338347363760894
0.45	0.1	Inf	100	0.12592032547323248
0.45	0.2	Inf	100	0.08186213370407985
0.45	0.4	Inf	100	0.12827439239683816
0.45	0.8	Inf	100	0.08528838607353001
0.46	0	Inf	100	0.08771361020548009
0.46	0.05	Inf	100	0.10958006650235268
0.46	0.1	Inf	100	0.1261833307960972
0.46	0.2	Inf	100	0.09271115675593941
0.46	0.4	Inf	100	0.09646400769714492
0.46	0.8	Inf	100	0.09746035113715212
0.47	0	Inf	100	0.12484056568067559
0.47	0.05	Inf	100	0.0936152732265916
0.47	0.1	Inf	100	0.137239284008433
0.47	0.2	Inf	100	0.11923210162649148
0.47	0.4	Inf	100	0.10665196073860256
0.47	0.8	Inf	100	0.16997448917828237
0.48	0	Inf	100	0.08979258406552612
0.48	0.05	Inf	100	0.14673384927482874
0.48	0.1	Inf	100	0.18670545998486027
0.48	0.2	Inf	100	0.09410158607430927
0.48	0.4	Inf	100	0.09235884281832081
0.48	0.8	Inf	100	0.09986133357232849
0.49	0	Inf	100	0.11412579670208153
0.49	0.05	Inf	100	0.16189193132338692
0.49	0.1	Inf	100	0.090973531973867
0.49	0.2	Inf	100	0.09633008437650002
0.49	0.4	Inf	100	0.10393657243061577
0.49	0.8	Inf	100	0.1018472747136016
0.5	0	Inf	100	0.16303104590648398
0.5	0.05	Inf	100	0.14635957906148694
0.5	0.1	Inf	100	0.1354649830101643
0.5	0.2	Inf	100	0.09489126717801676
0.5	0.4	Inf	100	0.20569280639891901
0.5	0.8	Inf	100	0.10767919497509425
0.51	0	Inf	100	0.10051203932179872
0.51	0.05	Inf	100	0.12248159551061301
0.51	0.1	Inf	100	0.10541186260551985
0.51	0.2	Inf	100	0.13367411946217592
0.51	0.4	Inf	100	0.1705025598587197
0.51	0.8	Inf	100	0.2353147142052917
0.52	0	Inf	100	0.10529364594092705
0.52	0.05	Inf	100	0.14283204265874527
0.52	0.1	Inf	100	0.0905904942830198
0.52	0.2	Inf	100	0.1516655246817901
0.52	0.4	Inf	100	0.10260770883051208
0.52	0.8	Inf	100	0.11805918448516424
0.53	0	Inf	100	0.13988278980972896
0.53	0.05	Inf	100	0.1008210856151217
0.53	0.1	Inf	100	0.132389830432808
0.53	0.2	Inf	100	0.09872807266627467
0.53	0.4	Inf	100	0.0999424812127582
0.53	0.8	Inf	100	0.1350197477151208
0.54	0	Inf	100	0.10288176761278402
0.54	0.05	Inf	100	0.12555192249378747
0.54	0.1	Inf	100	0.10799742040184789
0.54	0.2	Inf	100	0.18327481441795854
0.54	0.4	Inf	100	0.10579632289392689
0.54	0.8	Inf	100	0.11390096241704527
0.55	0	Inf	100	0.10999154826915417
0.55	0.05	Inf	100	0.17859459203213068
0.55	0.1	Inf	100	0.10230037631378254
0.55	0.2	Inf	100	0.09636867849780541
0.55	0.4	Inf	100	0.16860742476617038
0.55	0.8	Inf	100	0.15164865175051068
0.56	0	Inf	100	0.13311855111423945
0.56	0.05	Inf	100	0.10923157728771966
0.56	0.1	Inf	100	0.12888914450644995
0.56	0.2	Inf	100	0.11047226528879027
0.56	0.4	Inf	100	0.11736768213208454
0.56	0.8	Inf	100	0.10118377942583927
0.57	0	Inf	100	0.1477617215900947
0.57	0.05	Inf	100	0.12190351781647085
0.57	0.1	Inf	100	0.11735464447463598
0.57	0.2	Inf	100	0.27027724387518
0.57	0.4	Inf	100	0.13362028373828502
0.57	0.8	Inf	100	0.11239190730440995
0.58	0	Inf	100	0.13502518857035625
0.58	0.05	Inf	100	0.1333567113850021
0.58	0.1	Inf	100	0.14757921074122546
0.58	0.2	Inf	100	0.08508609896223082
0.58	0.4	Inf	100	0.17491183580121908
0.58	0.8	Inf	100	0.1573367952377552
0.59	0	Inf	100	0.10140373618575796
0.59	0.05	Inf	100	0.14443187743350164
0.59	0.1	Inf	100	0.10809914400762351
0.59	0.2	Inf	100	0.13616007954412637
0.59	0.4	Inf	100	0.11910805049817128
0.59	0.8	Inf	100	0.18775226206062212
0.6	0	Inf	100	0.1957670173068757
0.6	0.05	Inf	100	0.15691609874482085
0.6	0.1	Inf	100	0.13327327029724123
0.6	0.2	Inf	100	0.22779925556914032
0.6	0.4	Inf	100	0.08904002692287964
0.6	0.8	Inf	100	0.10736663460086654
0.61	0	Inf	100	0.1998613482830185
0.61	0.05	Inf	100	0.10318585126871174
0.61	0.1	Inf	100	0.14715914811824854
0.61	0.2	Inf	100	0.11804396581245306
0.61	0.4	Inf	100	0.18404153045083527
0.61	0.8	Inf	100	0.08113047906954762
0.62	0	Inf	100	0.2018658217226222
0.62	0.05	Inf	100	0.10729970372560792
0.62	0.1	Inf	100	0.1603206488780291
0.62	0.2	Inf	100	0.16584705925682774
0.62	0.4	Inf	100	0.18116717490938503
0.62	0.8	Inf	100	0.12487675498162387
0.63	0	Inf	100	0.08583798584771007
0.63	0.05	Inf	100	0.12274125003528676
0.63	0.1	Inf	100	0.17216030930528092
0.63	0.2	Inf	100	0.13332943049623006
0.63	0.4	Inf	100	0.10402306382681818
0.63	0.8	Inf	100	0.19056297369207328
0.64	0	Inf	100	0.11951642672113484
0.64	0.05	Inf	100	0.20300845735084075
0.64	0.1	Inf	100	0.1298528349034267
0.64	0.2	Inf	100	0.10365691245670693
0.64	0.4	Inf	100	0.16528504171704742
0.64	0.8	Inf	100	0.12927127898506188
0.65	0	Inf	100	0.09538411079040628
0.65	0.05	Inf	100	0.10772916286072147
0.65	0.1	Inf	100	0.1456893314290459
0.65	0.2	Inf	100	0.18059753160025707
0.65	0.4	Inf	100	0.10784192560612492
0.65	0.8	Inf	100	0.14045628298153226
0.66	0	Inf	100	0.16238794381093133
0.66	0.05	Inf	100	0.10646505855642786
0.66	0.1	Inf	100	0.13018845547578653
0.66	0.2	Inf	100	0.2529913892451683
0.66	0.4	Inf	100	0.12417984696996189
0.66	0.8	Inf	100	0.16116445660929188
0.67	0	Inf	100	0.10805603123433613
0.67	0.05	Inf	100	0.15823259263513884
0.67	0.1	Inf	100	0.12205998460098953
0.67	0.2	Inf	100	0.2381456225743249
0.67	0.4	Inf	100	0.12606915315510836
0.67	0.8	Inf	100	0.10714905311688451
0.68	0	Inf	100	0.1705580568886423
0.68	0.05	Inf	100	0.16337731902090183
0.68	0.1	Inf	100	0.12978727806121546
0.68	0.2	Inf	100	0.1558848855945789
0.68	0.4	Inf	100	0.1767395190356709
0.68	0.8	Inf	100	0.12116527567254563
0.69	0	Inf	100	0.1437972971975935
0.69	0.05	Inf	100	0.2181388299577678
0.69	0.1	Inf	100	0.19208233215641635
0.69	0.2	Inf	100	0.11854258562874437
0.69	0.4	Inf	100	0.11319956404108268
0.69	0.8	Inf	100	0.14224298327497867
0.7	0	Inf	100	0.11476648685038446
0.7	0.05	Inf	100	0.09439786608093502
0.7	0.1	Inf	100	0.16678856092627276
0.7	0.2	Inf	100	0.1414087775114585
0.7	0.4	Inf	100	0.1484983001773213
0.7	0.8	Inf	100	0.3052559310595819
0.71	0	Inf	100	0.15569270836173388
0.71	0.05	Inf	100	0.09269865384074907
0.71	0.1	Inf	100	0.1008641754906223
0.71	0.2	Inf	100	0.10924181677252962
0.71	0.4	Inf	100	0.19697612509477427
0.71	0.8	Inf	100	0.11775742663903419
0.72	0	Inf	100	0.12727596660113613
0.72	0.05	Inf	100	0.18426929706107925
0.72	0.1	Inf	100	0.23252684611632118
0.72	0.2	Inf	100	0.14652349539545703
0.72	0.4	Inf	100	0.346145183550659
0.72	0.8	Inf	100	0.13240760162626283
0.73	0	Inf	100	0.1495106794285334
0.73	0.05	Inf	100	0.1668494169899913
0.73	0.1	Inf	100	0.1356594649438409
0.73	0.2	Inf	100	0.13603061827210985
0.73	0.4	Inf	100	0.1423553074745902
0.73	0.8	Inf	100	0.2543092716527617
0.74	0	Inf	100	0.21662917814794397
0.74	0.05	Inf	100	0.13158981641589104
0.74	0.1	Inf	100	0.14792787822734071
0.74	0.2	Inf	100	0.20199091316090767
0.74	0.4	Inf	100	0.3006834886288317
0.74	0.8	Inf	100	0.1604624451213148
0.75	0	Inf	100	0.19950781780902338
0.75	0.05	Inf	100	0.19784953803602512
0.75	0.1	Inf	100	0.14715486907720968
0.75	0.2	Inf	100	0.10056981246306088
0.75	0.4	Inf	100	0.13896879990203054
0.75	0.8	Inf	100	0.22954759539978103
0.76	0	Inf	100	0.11710508132397109
0.76	0.05	Inf	100	0.14438380467375955
0.76	0.1	Inf	100	0.26069878297359655
0.76	0.2	Inf	100	0.1427324575374057
0.76	0.4	Inf	100	0.1289032278643814
0.76	0.8	Inf	100	0.11263347224837447
0.77	0	Inf	100	0.2786846244582841
0.77	0.05	Inf	100	0.16687158141309677
0.77	0.1	Inf	100	0.1587242994402533
0.77	0.2	Inf	100	0.18522788778271718
0.77	0.4	Inf	100	0.24551137936418818
0.77	0.8	Inf	100	0.15704099145879832
0.78	0	Inf	100	0.15667770510981302
0.78	0.05	Inf	100	0.19589069266682746
0.78	0.1	Inf	100	0.16102095413297632
0.78	0.2	Inf	100	0.20306964226246005
0.78	0.4	Inf	100	0.1851387939910439
0.78	0.8	Inf	100	0.27169855182185637
0.79	0	Inf	100	0.10566801554103307
0.79	0.05	Inf	100	0.14094086910767945
0.79	0.1	Inf	100	0.12441469856942322
0.79	0.2	Inf	100	0.1836566639918772
0.79	0.4	Inf	100	0.1992411736985611
0.79	0.8	Inf	100	0.13125489836987964
0.8	0	Inf	100	0.13164676101121706
0.8	0.05	Inf	100	0.151519299918608
0.8	0.1	Inf	100	0.15811095040165954
0.8	0.2	Inf	100	0.23497605693817916
0.8	0.4	Inf	100	0.1508562291109874
0.8	0.8	Inf	100	0.2025968101198449
0.81	0	Inf	100	0.25620186555197894
0.81	0.05	Inf	100	0.12973126719905773
0.81	0.1	Inf	100	0.12582265349100175
0.81	0.2	Inf	100	0.16960763078921262
0.81	0.4	Inf	100	0.17978968302816223
0.81	0.8	Inf	100	0.22808373314641467
0.82	0	Inf	100	0.13360108209622734
0.82	0.05	Inf	100	0.13529005456586707
0.82	0.1	Inf	100	0.16196929260757467
0.82	0.2	Inf	100	0.1471003302355934
0.82	0.4	Inf	100	0.11986523517802895
0.82	0.8	Inf	100	0.292567155290868
0.83	0	Inf	100	0.1585547019416843
0.83	0.05	Inf	100	0.15055207005433852
0.83	0.1	Inf	100	0.09628114380588916
0.83	0.2	Inf	100	0.20871777375544082
0.83	0.4	Inf	100	0.42604406731920635
0.83	0.8	Inf	100	0.13948983575928275
0.84	0	Inf	100	0.21330577335854212
0.84	0.05	Inf	100	0.17697026151126066
0.84	0.1	Inf	100	0.18301362932534954
0.84	0.2	Inf	100	0.16441637668934367
0.84	0.4	Inf	100	0.1712726993230296
0.84	0.8	Inf	100	0.12056156901098272
0.85	0	Inf	100	0.13828686888022387
0.85	0.05	Inf	100	0.23085939263050298
0.85	0.1	Inf	100	0.20774698880786144
0.85	0.2	Inf	100	0.23170412919611655
0.85	0.4	Inf	100	0.17858586338336457
0.85	0.8	Inf	100	0.1714681832687676
0.86	0	Inf	100	0.16194349484122333
0.86	0.05	Inf	100	0.24989298288682657
0.86	0.1	Inf	100	0.1543083336985886
0.86	0.2	Inf	100	0.22757221840025488
0.86	0.4	Inf	100	0.20105279329589906
0.86	0.8	Inf	100	0.363464633215375
0.87	0	Inf	100	0.1439125012814715
0.87	0.05	Inf	100	0.16918797607013034
0.87	0.1	Inf	100	0.18055357340548114
0.87	0.2	Inf	100	0.20763425228748192
0.87	0.4	Inf	100	0.14709830912516694
0.87	0.8	Inf	100	0.1424036520383095
0.88	0	Inf	100	0.20809643525031982
0.88	0.05	Inf	100	0.24676808428337133
0.88	0.1	Inf	100	0.2584957320784919
0.88	0.2	Inf	100	0.151995327626856
0.88	0.4	Inf	100	0.22469391776372055
0.88	0.8	Inf	100	0.2274498118867317
0.89	0	Inf	100	0.19998018160371503
0.89	0.05	Inf	100	0.15965570988811426
0.89	0.1	Inf	100	0.17509640664166143
0.89	0.2	Inf	100	0.21414008412203167
0.89	0.4	Inf	100	0.2413619248975145
0.89	0.8	Inf	100	0.21560592905725143
0.9	0	Inf	100	0.4068028905573547
0.9	0.05	Inf	100	0.1370837927228383
0.9	0.1	Inf	100	0.17174382254614964
0.9	0.2	Inf	100	0.2730152975498226
0.9	0.4	Inf	100	0.13120063844131724
0.9	0.8	Inf	100	0.2572970832679741
0.91	0	Inf	100	0.0993236442105401
0.91	0.05	Inf	100	0.21570772608016056
0.91	0.1	Inf	100	0.17154616244737717
0.91	0.2	Inf	100	0.215523531996101
0.91	0.4	Inf	100	0.22078840095061594
0.91	0.8	Inf	100	0.26555704543060527
0.92	0	Inf	100	0.13381078752038586
0.92	0.05	Inf	100	0.19235653604329217
0.92	0.1	Inf	100	0.27095033983314426
0.92	0.2	Inf	100	0.23375212169695575
0.92	0.4	Inf	100	0.18332745115938326
0.92	0.8	Inf	100	0.10942711222524107
0.93	0	Inf	100	0.21808523594108206
0.93	0.05	Inf	100	0.1776518218002466
0.93	0.1	Inf	100	0.140737877262475
0.93	0.2	Inf	100	0.4317132609332831
0.93	0.4	Inf	100	0.4138026740770769
0.93	0.8	Inf	100	0.13483361754842366
0.94	0	Inf	100	0.1255671251833147
0.94	0.05	Inf	100	0.22867084255010814
0.94	0.1	Inf	100	0.24632963035121971
0.94	0.2	Inf	100	0.24409172994579897
0.94	0.4	Inf	100	0.32791019193374216
0.94	0.8	Inf	100	0.27256593421904357
0.95	0	Inf	100	0.10847304055169611
0.95	0.05	Inf	100	0.16181196293224295
0.95	0.1	Inf	100	0.1464714105360722
0.95	0.2	Inf	100	0.15210490607958527
0.95	0.4	Inf	100	0.13212290498979057
0.95	0.8	Inf	100	0.1848234576088659
0.96	0	Inf	100	0.16693645455329423
0.96	0.05	Inf	100	0.23398793474900242
0.96	0.1	Inf	100	0.20509995418286123
0.96	0.2	Inf	100	0.23905669636777427
0.96	0.4	Inf	100	0.2009591815883205
0.96	0.8	Inf	100	0.1696081429889041
0.97	0	Inf	100	0.1602367337697609
0.97	0.05	Inf	100	0.15574517591563938
0.97	0.1	Inf	100	0.22570868508669137
0.97	0.2	Inf	100	0.29436155649580137
0.97	0.4	Inf	100	0.14737605058119727
0.97	0.8	Inf	100	0.23704720004826466
0.98	0	Inf	100	0.24322081291563208
0.98	0.05	Inf	100	0.16164727591622866
0.98	0.1	Inf	100	0.19086131856621236
0.98	0.2	Inf	100	0.15269325669364903
0.98	0.4	Inf	100	0.2543940431131939
0.98	0.8	Inf	100	0.19852308954546022
0.99	0	Inf	100	0.15846921002659833
0.99	0.05	Inf	100	0.12502481728928586
0.99	0.1	Inf	100	0.26407380650553625
0.99	0.2	Inf	100	0.2223596876062787
0.99	0.4	Inf	100	0.22994424009424172
0.99	0.8	Inf	100	0.28999570944846836
1	0	Inf	100	0.1981052691355652
1	0.05	Inf	100	0.34394828630955565
1	0.1	Inf	100	0.31912790311873757
1	0.2	Inf	100	0.167186285627693
1	0.4	Inf	100	0.3072054953799095
1	0.8	Inf	100	0.5233683723290035
