M_sigma	S	Q_alpha	motif_intron_summary	motif_intron
0.01	0.8	Inf	50	0.04993510889908921
0.02	0	Inf	50	0.05004944405735116
0.02	0.05	Inf	50	0.049741263989008966
0.02	0.1	Inf	50	0.05027269652582666
0.02	0.2	Inf	50	0.050044067273883094
0.02	0.4	Inf	50	0.050216281903311843
0.02	0.8	Inf	50	0.049839096522385974
0.03	0	Inf	50	0.04993155276566155
0.03	0.05	Inf	50	0.05011789948450303
0.03	0.1	Inf	50	0.05038714344539698
0.03	0.2	Inf	50	0.0503543353464823
0.03	0.4	Inf	50	0.050010733770095975
0.03	0.8	Inf	50	0.050042615181587716
0.04	0	Inf	50	0.049443877444497374
0.04	0.05	Inf	50	0.05002950637746566
0.04	0.1	Inf	50	0.05015871277896004
0.04	0.2	Inf	50	0.049718415338303915
0.04	0.4	Inf	50	0.04995779008789468
0.04	0.8	Inf	50	0.04995007168782418
0.05	0	Inf	50	0.050426207803842604
0.05	0.05	Inf	50	0.050104061863384924
0.05	0.1	Inf	50	0.04970797118053161
0.05	0.2	Inf	50	0.04945692160734481
0.05	0.4	Inf	50	0.05010565809851811
0.05	0.8	Inf	50	0.050349635396352566
0.06	0	Inf	50	0.04958390310082918
0.06	0.05	Inf	50	0.05000151871097239
0.06	0.1	Inf	50	0.049456683452779676
0.06	0.2	Inf	50	0.04990419333791897
0.06	0.4	Inf	50	0.05011524395305028
0.06	0.8	Inf	50	0.0495400263326613
0.07	0	Inf	50	0.047791468843132866
0.07	0.05	Inf	50	0.049730714544672774
0.07	0.1	Inf	50	0.04899834604829403
0.07	0.2	Inf	50	0.05124567305413663
0.07	0.4	Inf	50	0.04893681749919012
0.07	0.8	Inf	50	0.05027601424320488
0.08	0	Inf	50	0.049774554709486385
0.08	0.05	Inf	50	0.05002729456807306
0.08	0.1	Inf	50	0.04989139512051814
0.08	0.2	Inf	50	0.049190517793282984
0.08	0.4	Inf	50	0.049566352305216874
0.08	0.8	Inf	50	0.050340837133718605
0.09	0	Inf	50	0.049867990566273245
0.09	0.05	Inf	50	0.05085398352902613
0.09	0.1	Inf	50	0.05006967272543192
0.09	0.2	Inf	50	0.0504995419826654
0.09	0.4	Inf	50	0.05063968916180214
0.09	0.8	Inf	50	0.050498310927813955
0.1	0	Inf	50	0.04864979193524543
0.1	0.05	Inf	50	0.050311791995962286
0.1	0.1	Inf	50	0.0484025872307568
0.1	0.2	Inf	50	0.04954686206722121
0.1	0.4	Inf	50	0.05033002695699115
0.1	0.8	Inf	50	0.04981876128813022
0.11	0	Inf	50	0.05011449598916198
0.11	0.05	Inf	50	0.04923453051884711
0.11	0.1	Inf	50	0.0499972961147066
0.11	0.2	Inf	50	0.05039843259129448
0.11	0.4	Inf	50	0.04833200501465704
0.11	0.8	Inf	50	0.049325446854240985
0.12	0	Inf	50	0.050625350713064565
0.12	0.05	Inf	50	0.04812192082577016
0.12	0.1	Inf	50	0.05062676684213707
0.12	0.2	Inf	50	0.050570713696463446
0.12	0.4	Inf	50	0.049929275550445115
0.12	0.8	Inf	50	0.049573658555605166
0.13	0	Inf	50	0.04887069576770034
0.13	0.05	Inf	50	0.04964805189798034
0.13	0.1	Inf	50	0.05047331962797198
0.13	0.2	Inf	50	0.04921659087862834
0.13	0.4	Inf	50	0.046123042208011285
0.13	0.8	Inf	50	0.051232803653129905
0.14	0	Inf	50	0.051199162251438585
0.14	0.05	Inf	50	0.04968433913317516
0.14	0.1	Inf	50	0.04925013278094023
0.14	0.2	Inf	50	0.04798436206111297
0.14	0.4	Inf	50	0.04757328116085702
0.14	0.8	Inf	50	0.04949065892573336
0.15	0	Inf	50	0.04959482451850303
0.15	0.05	Inf	50	0.05131358364814929
0.15	0.1	Inf	50	0.05130086265493908
0.15	0.2	Inf	50	0.051642140332320896
0.15	0.4	Inf	50	0.05060352068675222
0.15	0.8	Inf	50	0.05048712676817677
0.16	0	Inf	50	0.0500157367958087
0.16	0.05	Inf	50	0.05032015635268118
0.16	0.1	Inf	50	0.0477533266320328
0.16	0.2	Inf	50	0.04990665646723339
0.16	0.4	Inf	50	0.050624034345080955
0.16	0.8	Inf	50	0.049012673427072884
0.17	0	Inf	50	0.05023230001670792
0.17	0.05	Inf	50	0.0517720613535588
0.17	0.1	Inf	50	0.04852705659898224
0.17	0.2	Inf	50	0.05033597326179957
0.17	0.4	Inf	50	0.04760197284174819
0.17	0.8	Inf	50	0.04931901126686435
0.18	0	Inf	50	0.04713983127290395
0.18	0.05	Inf	50	0.04946821511949434
0.18	0.1	Inf	50	0.04958266745157657
0.18	0.2	Inf	50	0.04958951312019062
0.18	0.4	Inf	50	0.04850957984430632
0.18	0.8	Inf	50	0.050847959671650775
0.19	0	Inf	50	0.04990476609994429
0.19	0.05	Inf	50	0.049035877858758944
0.19	0.1	Inf	50	0.04812888868990997
0.19	0.2	Inf	50	0.04963588533279989
0.19	0.4	Inf	50	0.048207961891326284
0.19	0.8	Inf	50	0.05079496514083433
0.2	0	Inf	50	0.04677866541556974
0.2	0.05	Inf	50	0.048223639279039415
0.2	0.1	Inf	50	0.04656435552660214
0.2	0.2	Inf	50	0.04971374416888535
0.2	0.4	Inf	50	0.05124966924121506
0.2	0.8	Inf	50	0.04886788364547827
0.21	0	Inf	50	0.049625625416366476
0.21	0.05	Inf	50	0.04797221375607268
0.21	0.1	Inf	50	0.04975037575364841
0.21	0.2	Inf	50	0.0495171954294112
0.21	0.4	Inf	50	0.04870436710660258
0.21	0.8	Inf	50	0.046463853376981896
0.22	0	Inf	50	0.04966424916608762
0.22	0.05	Inf	50	0.0472061684911642
0.22	0.1	Inf	50	0.04760484641306324
0.22	0.2	Inf	50	0.04893310985264439
0.22	0.4	Inf	50	0.051024412037282085
0.22	0.8	Inf	50	0.0465059240606535
0.23	0	Inf	50	0.04997348062975175
0.23	0.05	Inf	50	0.048035352609028484
0.23	0.1	Inf	50	0.04833683205179923
0.23	0.2	Inf	50	0.04694038510968837
0.23	0.4	Inf	50	0.04917041336142321
0.23	0.8	Inf	50	0.0491193746740074
0.24	0	Inf	50	0.04630046523596869
0.24	0.05	Inf	50	0.04547754580628399
0.24	0.1	Inf	50	0.05096913535458467
0.24	0.2	Inf	50	0.05094922284598581
0.24	0.4	Inf	50	0.047686242309833836
0.24	0.8	Inf	50	0.04513361565563337
0.25	0	Inf	50	0.045523505086316696
0.25	0.05	Inf	50	0.045952357484079664
0.25	0.1	Inf	50	0.04795420720654055
0.25	0.2	Inf	50	0.05163705831532092
0.25	0.4	Inf	50	0.04916094098613248
0.25	0.8	Inf	50	0.0441527086517355
0.26	0	Inf	50	0.049883792252154974
0.26	0.05	Inf	50	0.05177192453085927
0.26	0.1	Inf	50	0.0498998144270642
0.26	0.2	Inf	50	0.05203398703560577
0.26	0.4	Inf	50	0.04559241316987001
0.26	0.8	Inf	50	0.04830534592077154
0.27	0	Inf	50	0.04917041920361749
0.27	0.05	Inf	50	0.04827203178087716
0.27	0.1	Inf	50	0.04972786880465517
0.27	0.2	Inf	50	0.04894046378400918
0.27	0.4	Inf	50	0.04560728124495962
0.27	0.8	Inf	50	0.04731597464004207
0.28	0	Inf	50	0.04533609340341338
0.28	0.05	Inf	50	0.04815645404606089
0.28	0.1	Inf	50	0.04615443630004751
0.28	0.2	Inf	50	0.04684529228567625
0.28	0.4	Inf	50	0.04907572963951587
0.28	0.8	Inf	50	0.04627598153691012
0.29	0	Inf	50	0.047350335765720175
0.29	0.05	Inf	50	0.050069591274948665
0.29	0.1	Inf	50	0.04744589034942866
0.29	0.2	Inf	50	0.04827681149682211
0.29	0.4	Inf	50	0.05025053684872186
0.29	0.8	Inf	50	0.04593976970414204
0.3	0	Inf	50	0.047419823721825044
0.3	0.05	Inf	50	0.0513435137843041
0.3	0.1	Inf	50	0.04809369866740856
0.3	0.2	Inf	50	0.05001918541727028
0.3	0.4	Inf	50	0.04726129583512609
0.3	0.8	Inf	50	0.04835016343579825
0.31	0	Inf	50	0.0511268542730794
0.31	0.05	Inf	50	0.047102883584308336
0.31	0.1	Inf	50	0.0521974719734313
0.31	0.2	Inf	50	0.052152174973717214
0.31	0.4	Inf	50	0.04917409405633427
0.31	0.8	Inf	50	0.04396566833791357
0.32	0	Inf	50	0.045318610802883186
0.32	0.05	Inf	50	0.04631470456765063
0.32	0.1	Inf	50	0.04553553287313974
0.32	0.2	Inf	50	0.04701843780839626
0.32	0.4	Inf	50	0.04162258674112755
0.32	0.8	Inf	50	0.047894458773084875
0.33	0	Inf	50	0.049637413431506135
0.33	0.05	Inf	50	0.05082494469496447
0.33	0.1	Inf	50	0.04467903940700538
0.33	0.2	Inf	50	0.048419993156246566
0.33	0.4	Inf	50	0.047198098863161536
0.33	0.8	Inf	50	0.049315257706341986
0.34	0	Inf	50	0.05135438869100081
0.34	0.05	Inf	50	0.04935427199085655
0.34	0.1	Inf	50	0.04903523905546292
0.34	0.2	Inf	50	0.04390260120218587
0.34	0.4	Inf	50	0.048424243618899465
0.34	0.8	Inf	50	0.05160382846037763
0.35	0	Inf	50	0.05051106609801095
0.35	0.05	Inf	50	0.043555715841361003
0.35	0.1	Inf	50	0.04802929316098982
0.35	0.2	Inf	50	0.04571097420616156
0.35	0.4	Inf	50	0.044171299860606625
0.35	0.8	Inf	50	0.04921078849918804
0.36	0	Inf	50	0.04551095841826001
0.36	0.05	Inf	50	0.042152255054498905
0.36	0.1	Inf	50	0.04917438575732064
0.36	0.2	Inf	50	0.04746881524727445
0.36	0.4	Inf	50	0.043071392109489313
0.36	0.8	Inf	50	0.0438469334263142
0.37	0	Inf	50	0.04691813658924898
0.37	0.05	Inf	50	0.05037653992546497
0.37	0.1	Inf	50	0.04767693861507497
0.37	0.2	Inf	50	0.0474603475648039
0.37	0.4	Inf	50	0.04356698954146235
0.37	0.8	Inf	50	0.04656240101418495
0.38	0	Inf	50	0.04816119215315888
0.38	0.05	Inf	50	0.04550857473918206
0.38	0.1	Inf	50	0.047707553666268304
0.38	0.2	Inf	50	0.04478782161886194
0.38	0.4	Inf	50	0.049141994968166416
0.38	0.8	Inf	50	0.04959227769835983
0.39	0	Inf	50	0.046112086904117236
0.39	0.05	Inf	50	0.04862630393254084
0.39	0.1	Inf	50	0.04737188342709757
0.39	0.2	Inf	50	0.04396863524309692
0.39	0.4	Inf	50	0.04550341245025531
0.39	0.8	Inf	50	0.046787465481786826
0.4	0	Inf	50	0.04347045203031526
0.4	0.05	Inf	50	0.04025055038545965
0.4	0.1	Inf	50	0.04474507280087202
0.4	0.2	Inf	50	0.04766432466282547
0.4	0.4	Inf	50	0.044073253972416016
0.4	0.8	Inf	50	0.04536740659783989
0.41	0	Inf	50	0.04513602399395186
0.41	0.05	Inf	50	0.0424452150310318
0.41	0.1	Inf	50	0.038786485989595935
0.41	0.2	Inf	50	0.04643209963859832
0.41	0.4	Inf	50	0.050031208120855736
0.41	0.8	Inf	50	0.05216067272931305
0.42	0	Inf	50	0.046732274938681935
0.42	0.05	Inf	50	0.04970812705809584
0.42	0.1	Inf	50	0.04945748173937001
0.42	0.2	Inf	50	0.050479276639369505
0.42	0.4	Inf	50	0.04290899680756455
0.42	0.8	Inf	50	0.043483178730362546
0.43	0	Inf	50	0.04283164242987916
0.43	0.05	Inf	50	0.047420985998183396
0.43	0.1	Inf	50	0.045917040712609526
0.43	0.2	Inf	50	0.042461738684251904
0.43	0.4	Inf	50	0.04596730112600559
0.43	0.8	Inf	50	0.04241464138146227
0.44	0	Inf	50	0.04300921364342722
0.44	0.05	Inf	50	0.04032432585865732
0.44	0.1	Inf	50	0.0454482689737564
0.44	0.2	Inf	50	0.04415628605536255
0.44	0.4	Inf	50	0.050439789880508866
0.44	0.8	Inf	50	0.03494150685866379
0.45	0	Inf	50	0.0452632628832042
0.45	0.05	Inf	50	0.03626462208456905
0.45	0.1	Inf	50	0.04578105303230101
0.45	0.2	Inf	50	0.051957595612097965
0.45	0.4	Inf	50	0.044070127339368936
0.45	0.8	Inf	50	0.04240833399402748
0.46	0	Inf	50	0.052650971916043565
0.46	0.05	Inf	50	0.04860663112355231
0.46	0.1	Inf	50	0.040958709316780334
0.46	0.2	Inf	50	0.04789951056078505
0.46	0.4	Inf	50	0.047315115418003276
0.46	0.8	Inf	50	0.05134158777964233
0.47	0	Inf	50	0.04219300607912334
0.47	0.05	Inf	50	0.04524696029373937
0.47	0.1	Inf	50	0.044038375763632946
0.47	0.2	Inf	50	0.0467419231559682
0.47	0.4	Inf	50	0.04571755078722128
0.47	0.8	Inf	50	0.040764811006000184
0.48	0	Inf	50	0.04270115493041769
0.48	0.05	Inf	50	0.03911130924323271
0.48	0.1	Inf	50	0.03927810262942219
0.48	0.2	Inf	50	0.04941975176335793
0.48	0.4	Inf	50	0.04922858430798648
0.48	0.8	Inf	50	0.04913141274730091
0.49	0	Inf	50	0.04794188027184247
0.49	0.05	Inf	50	0.0444321059729515
0.49	0.1	Inf	50	0.043834042998777044
0.49	0.2	Inf	50	0.04530049349851055
0.49	0.4	Inf	50	0.04775580219733223
0.49	0.8	Inf	50	0.04600513966217505
0.5	0	Inf	50	0.0382269367983431
0.5	0.05	Inf	50	0.041739611135002755
0.5	0.1	Inf	50	0.045264991085361625
0.5	0.2	Inf	50	0.04932891274821043
0.5	0.4	Inf	50	0.0387395100680335
0.5	0.8	Inf	50	0.046742044638400454
0.51	0	Inf	50	0.047846909094222824
0.51	0.05	Inf	50	0.04317064057828193
0.51	0.1	Inf	50	0.04910945522052426
0.51	0.2	Inf	50	0.04682691078168541
0.51	0.4	Inf	50	0.03514576607199929
0.51	0.8	Inf	50	0.037543582704719046
0.52	0	Inf	50	0.045374905154205426
0.52	0.05	Inf	50	0.0372058041579512
0.52	0.1	Inf	50	0.04849458469189594
0.52	0.2	Inf	50	0.04412895437143123
0.52	0.4	Inf	50	0.0432670151800657
0.52	0.8	Inf	50	0.04566887014933972
0.53	0	Inf	50	0.037562269695879655
0.53	0.05	Inf	50	0.0481721397975559
0.53	0.1	Inf	50	0.049902163519077725
0.53	0.2	Inf	50	0.048873136057372715
0.53	0.4	Inf	50	0.049892523648152075
0.53	0.8	Inf	50	0.04717457174877887
0.54	0	Inf	50	0.0457698198972568
0.54	0.05	Inf	50	0.04155164523130471
0.54	0.1	Inf	50	0.04658591217907802
0.54	0.2	Inf	50	0.04413963213936779
0.54	0.4	Inf	50	0.039778853705152016
0.54	0.8	Inf	50	0.05262849057786852
0.55	0	Inf	50	0.03888461827390875
0.55	0.05	Inf	50	0.035695912147817484
0.55	0.1	Inf	50	0.0469372667296486
0.55	0.2	Inf	50	0.04228514189952583
0.55	0.4	Inf	50	0.0301813416236857
0.55	0.8	Inf	50	0.04436305261902691
0.56	0	Inf	50	0.047337983449826294
0.56	0.05	Inf	50	0.04618752258439005
0.56	0.1	Inf	50	0.03985792292855766
0.56	0.2	Inf	50	0.04728607795099994
0.56	0.4	Inf	50	0.046460838676016886
0.56	0.8	Inf	50	0.04284053908297712
0.57	0	Inf	50	0.04290845273914537
0.57	0.05	Inf	50	0.03928947005301397
0.57	0.1	Inf	50	0.044529045181435314
0.57	0.2	Inf	50	0.04015074013289245
0.57	0.4	Inf	50	0.04287185655574559
0.57	0.8	Inf	50	0.040301021486824545
0.58	0	Inf	50	0.04718839082871439
0.58	0.05	Inf	50	0.044577368092133335
0.58	0.1	Inf	50	0.040446785521443
0.58	0.2	Inf	50	0.04943614196820603
0.58	0.4	Inf	50	0.042343730348068855
0.58	0.8	Inf	50	0.03955037229809234
0.59	0	Inf	50	0.04752607619883781
0.59	0.05	Inf	50	0.038064746097156696
0.59	0.1	Inf	50	0.04993724605197705
0.59	0.2	Inf	50	0.04091067687981575
0.59	0.4	Inf	50	0.03112548980648337
0.59	0.8	Inf	50	0.030570522585843467
0.6	0	Inf	50	0.032538894281799624
0.6	0.05	Inf	50	0.04226306819417665
0.6	0.1	Inf	50	0.041985378140097215
0.6	0.2	Inf	50	0.041140172773710446
0.6	0.4	Inf	50	0.045660301137156564
0.6	0.8	Inf	50	0.05124665439881754
0.61	0	Inf	50	0.03591872925799334
0.61	0.05	Inf	50	0.043197383458311776
0.61	0.1	Inf	50	0.03794004819067225
0.61	0.2	Inf	50	0.0344471609361308
0.61	0.4	Inf	50	0.034515292916011714
0.61	0.8	Inf	50	0.051893209913663314
0.62	0	Inf	50	0.034454083230903286
0.62	0.05	Inf	50	0.04666023582588731
0.62	0.1	Inf	50	0.037602974263885314
0.62	0.2	Inf	50	0.04124989063199874
0.62	0.4	Inf	50	0.031725267357112806
0.62	0.8	Inf	50	0.04411600447847566
0.63	0	Inf	50	0.05027996466294654
0.63	0.05	Inf	50	0.0434623603847587
0.63	0.1	Inf	50	0.03926878971484485
0.63	0.2	Inf	50	0.03761521713497423
0.63	0.4	Inf	50	0.040095562445656985
0.63	0.8	Inf	50	0.036753001907801404
0.64	0	Inf	50	0.046196035408408026
0.64	0.05	Inf	50	0.03453857369043445
0.64	0.1	Inf	50	0.041176959646014887
0.64	0.2	Inf	50	0.048911545505257045
0.64	0.4	Inf	50	0.036074750086889276
0.64	0.8	Inf	50	0.036839895531110625
0.65	0	Inf	50	0.04679934710558853
0.65	0.05	Inf	50	0.0438796501978845
0.65	0.1	Inf	50	0.039624914093345405
0.65	0.2	Inf	50	0.0348217283507105
0.65	0.4	Inf	50	0.044100458735743836
0.65	0.8	Inf	50	0.04014950328673683
0.66	0	Inf	50	0.04076601409459596
0.66	0.05	Inf	50	0.04404811575554447
0.66	0.1	Inf	50	0.03728808867585644
0.66	0.2	Inf	50	0.03615395707699526
0.66	0.4	Inf	50	0.041749471568030584
0.66	0.8	Inf	50	0.03807706404199017
0.67	0	Inf	50	0.03885436418555723
0.67	0.05	Inf	50	0.03504221929739737
0.67	0.1	Inf	50	0.044778358193002056
0.67	0.2	Inf	50	0.034329390076058286
0.67	0.4	Inf	50	0.042982209358595605
0.67	0.8	Inf	50	0.044150361740972685
0.68	0	Inf	50	0.04175008841074654
0.68	0.05	Inf	50	0.04200371279474822
0.68	0.1	Inf	50	0.0386890085114594
0.68	0.2	Inf	50	0.03925898225490551
0.68	0.4	Inf	50	0.0435491466463563
0.68	0.8	Inf	50	0.03662060210348156
0.69	0	Inf	50	0.03609596890982704
0.69	0.05	Inf	50	0.026788276472181453
0.69	0.1	Inf	50	0.04526890785341188
0.69	0.2	Inf	50	0.03985338288771474
0.69	0.4	Inf	50	0.048581322414916944
0.69	0.8	Inf	50	0.03789731404387132
0.7	0	Inf	50	0.050613684861403066
0.7	0.05	Inf	50	0.05158720919021548
0.7	0.1	Inf	50	0.02807948255748834
0.7	0.2	Inf	50	0.04251803036743765
0.7	0.4	Inf	50	0.04293418682746422
0.7	0.8	Inf	50	0.03187760353157027
0.71	0	Inf	50	0.04826171748913889
0.71	0.05	Inf	50	0.0447525225898667
0.71	0.1	Inf	50	0.05032985801373489
0.71	0.2	Inf	50	0.044227839948522266
0.71	0.4	Inf	50	0.03520950794237648
0.71	0.8	Inf	50	0.04292916032464049
0.72	0	Inf	50	0.04654061533656836
0.72	0.05	Inf	50	0.030858989981395902
0.72	0.1	Inf	50	0.03066833656194251
0.72	0.2	Inf	50	0.04082402197499847
0.72	0.4	Inf	50	0.02260080703606012
0.72	0.8	Inf	50	0.03912473063718644
0.73	0	Inf	50	0.031518655200403894
0.73	0.05	Inf	50	0.04174248330130415
0.73	0.1	Inf	50	0.04414338442753779
0.73	0.2	Inf	50	0.035010494351048624
0.73	0.4	Inf	50	0.044902294911153356
0.73	0.8	Inf	50	0.03252723745947317
0.74	0	Inf	50	0.02575205658823978
0.74	0.05	Inf	50	0.044984559391983744
0.74	0.1	Inf	50	0.0437779433803435
0.74	0.2	Inf	50	0.03350621549286273
0.74	0.4	Inf	50	0.022515763902102873
0.74	0.8	Inf	50	0.03711008341260395
0.75	0	Inf	50	0.027579584316832766
0.75	0.05	Inf	50	0.02508948810933058
0.75	0.1	Inf	50	0.03684233491530685
0.75	0.2	Inf	50	0.04748076818589794
0.75	0.4	Inf	50	0.044091037162250525
0.75	0.8	Inf	50	0.03319455623890912
0.76	0	Inf	50	0.03975085074436726
0.76	0.05	Inf	50	0.03654336367074948
0.76	0.1	Inf	50	0.02886382409941911
0.76	0.2	Inf	50	0.03779192851276715
0.76	0.4	Inf	50	0.04112606055422958
0.76	0.8	Inf	50	0.04908085317624463
0.77	0	Inf	50	0.03526446799537169
0.77	0.05	Inf	50	0.040266609814024246
0.77	0.1	Inf	50	0.03236724477259994
0.77	0.2	Inf	50	0.03640112634813183
0.77	0.4	Inf	50	0.030923072483443514
0.77	0.8	Inf	50	0.032828026270293256
0.78	0	Inf	50	0.04471212995721153
0.78	0.05	Inf	50	0.03344816664371614
0.78	0.1	Inf	50	0.04478883350164445
0.78	0.2	Inf	50	0.038037099546147514
0.78	0.4	Inf	50	0.030150354753641848
0.78	0.8	Inf	50	0.027745487184119805
0.79	0	Inf	50	0.04444432009790128
0.79	0.05	Inf	50	0.03881302087354864
0.79	0.1	Inf	50	0.04502966297465638
0.79	0.2	Inf	50	0.03622178763827874
0.79	0.4	Inf	50	0.03636556405927774
0.79	0.8	Inf	50	0.048948219618823174
0.8	0	Inf	50	0.041878803595931255
0.8	0.05	Inf	50	0.041292696938780016
0.8	0.1	Inf	50	0.027998311058083817
0.8	0.2	Inf	50	0.03229371243255378
0.8	0.4	Inf	50	0.04030123675395883
0.8	0.8	Inf	50	0.03493504515831922
0.81	0	Inf	50	0.023630793601720414
0.81	0.05	Inf	50	0.031285663123066305
0.81	0.1	Inf	50	0.033864796603662914
0.81	0.2	Inf	50	0.0307546475481971
0.81	0.4	Inf	50	0.03710503351848675
0.81	0.8	Inf	50	0.03026844027595909
0.82	0	Inf	50	0.0431509124644029
0.82	0.05	Inf	50	0.04533664645874599
0.82	0.1	Inf	50	0.04239802837792499
0.82	0.2	Inf	50	0.03070960560182253
0.82	0.4	Inf	50	0.04030561805675928
0.82	0.8	Inf	50	0.017574112177855386
0.83	0	Inf	50	0.03409978950521321
0.83	0.05	Inf	50	0.040203556408409793
0.83	0.1	Inf	50	0.038399923936192716
0.83	0.2	Inf	50	0.025414369654793517
0.83	0.4	Inf	50	0.024359752533343156
0.83	0.8	Inf	50	0.041601587477915716
0.84	0	Inf	50	0.03265657670227689
0.84	0.05	Inf	50	0.038406757489598556
0.84	0.1	Inf	50	0.042238452153957884
0.84	0.2	Inf	50	0.041257999854030405
0.84	0.4	Inf	50	0.0328815256028392
0.84	0.8	Inf	50	0.042889906850110696
0.85	0	Inf	50	0.04223821201227144
0.85	0.05	Inf	50	0.026258939870647147
0.85	0.1	Inf	50	0.03361545832477204
0.85	0.2	Inf	50	0.03616122576912674
0.85	0.4	Inf	50	0.04471228023587996
0.85	0.8	Inf	50	0.03379516497951926
0.86	0	Inf	50	0.036758128271324256
0.86	0.05	Inf	50	0.035652775855592636
0.86	0.1	Inf	50	0.02982060948719894
0.86	0.2	Inf	50	0.036562219951781036
0.86	0.4	Inf	50	0.026921529450808415
0.86	0.8	Inf	50	0.017018709657010165
0.87	0	Inf	50	0.0382297966716478
0.87	0.05	Inf	50	0.04172948114530528
0.87	0.1	Inf	50	0.03420914676076441
0.87	0.2	Inf	50	0.034563996107156186
0.87	0.4	Inf	50	0.03524672680420461
0.87	0.8	Inf	50	0.027319156311976796
0.88	0	Inf	50	0.04147281950209425
0.88	0.05	Inf	50	0.02440585140191125
0.88	0.1	Inf	50	0.031123955253500396
0.88	0.2	Inf	50	0.04001551359392902
0.88	0.4	Inf	50	0.035319607092832925
0.88	0.8	Inf	50	0.038208255895247664
0.89	0	Inf	50	0.03514387674860547
0.89	0.05	Inf	50	0.04195532650763473
0.89	0.1	Inf	50	0.04584879064601535
0.89	0.2	Inf	50	0.03320844938182235
0.89	0.4	Inf	50	0.0339295173309993
0.89	0.8	Inf	50	0.03547403678697658
0.9	0	Inf	50	0.02366852603021452
0.9	0.05	Inf	50	0.03675658161179379
0.9	0.1	Inf	50	0.041966296921084376
0.9	0.2	Inf	50	0.030293148087234368
0.9	0.4	Inf	50	0.03956401776153132
0.9	0.8	Inf	50	0.02185320140723242
0.91	0	Inf	50	0.05449772787952009
0.91	0.05	Inf	50	0.028131483548834525
0.91	0.1	Inf	50	0.037864572268625926
0.91	0.2	Inf	50	0.03305761552558023
0.91	0.4	Inf	50	0.03099495791651126
0.91	0.8	Inf	50	0.016913236207285506
0.92	0	Inf	50	0.042181010096410274
0.92	0.05	Inf	50	0.03599190863786834
0.92	0.1	Inf	50	0.028284937957117742
0.92	0.2	Inf	50	0.03416299842605988
0.92	0.4	Inf	50	0.03510832784785748
0.92	0.8	Inf	50	0.039087644119678355
0.93	0	Inf	50	0.028951464374190154
0.93	0.05	Inf	50	0.03354397539084854
0.93	0.1	Inf	50	0.044748026702720295
0.93	0.2	Inf	50	0.02668993797219015
0.93	0.4	Inf	50	0.017808941519505773
0.93	0.8	Inf	50	0.033203797082500604
0.94	0	Inf	50	0.03891170994279416
0.94	0.05	Inf	50	0.021206106067374865
0.94	0.1	Inf	50	0.029807991142569365
0.94	0.2	Inf	50	0.018833560860232666
0.94	0.4	Inf	50	0.02830733842102012
0.94	0.8	Inf	50	0.03118087837102885
0.95	0	Inf	50	0.030734254537228514
0.95	0.05	Inf	50	0.0423329743909274
0.95	0.1	Inf	50	0.04564006041000882
0.95	0.2	Inf	50	0.03871615717520266
0.95	0.4	Inf	50	0.03509648499758165
0.95	0.8	Inf	50	0.037402971286175174
0.96	0	Inf	50	0.0454844643414979
0.96	0.05	Inf	50	0.023988139072251027
0.96	0.1	Inf	50	0.035985808321956525
0.96	0.2	Inf	50	0.024655530276926477
0.96	0.4	Inf	50	0.028028031161117274
0.96	0.8	Inf	50	0.03296828870281555
0.97	0	Inf	50	0.03912543504323443
0.97	0.05	Inf	50	0.03207478946642467
0.97	0.1	Inf	50	0.04010710044760912
0.97	0.2	Inf	50	0.01919559627981521
0.97	0.4	Inf	50	0.029511043906980387
0.97	0.8	Inf	50	0.029934851574311985
0.98	0	Inf	50	0.019450690593740702
0.98	0.05	Inf	50	0.03413183425290384
0.98	0.1	Inf	50	0.0280571284081167
0.98	0.2	Inf	50	0.03016718138919456
0.98	0.4	Inf	50	0.034151125227193074
0.98	0.8	Inf	50	0.03381412732886514
0.99	0	Inf	50	0.04051458501764969
0.99	0.05	Inf	50	0.04771467828477835
0.99	0.1	Inf	50	0.01824271105254731
0.99	0.2	Inf	50	0.03717644645268735
0.99	0.4	Inf	50	0.031032396714486245
0.99	0.8	Inf	50	0.03660693955571691
1	0	Inf	50	0.03450878398237062
1	0.05	Inf	50	0.02735586178955637
1	0.1	Inf	50	0.023300171090410375
1	0.2	Inf	50	0.02442175509733386
1	0.4	Inf	50	0.0278809128470385
1	0.8	Inf	50	0.018158528461071233
0	0	Inf	75	0.05000000000000002
0	0.05	Inf	75	0.05000000000000002
0	0.1	Inf	75	0.05000000000000002
0	0.2	Inf	75	0.05000000000000002
0	0.4	Inf	75	0.05000000000000002
0	0.8	Inf	75	0.05000000000000002
0.01	0	Inf	75	0.05034744544238931
0.01	0.05	Inf	75	0.050324011827631646
0.01	0.1	Inf	75	0.05027765718945223
0.01	0.2	Inf	75	0.0502724370920646
0.01	0.4	Inf	75	0.05024809983620701
0.01	0.8	Inf	75	0.050196944439144034
0.02	0	Inf	75	0.050426046550385045
0.02	0.05	Inf	75	0.0507452768190769
0.02	0.1	Inf	75	0.050874611299345895
0.02	0.2	Inf	75	0.050482986172813146
0.02	0.4	Inf	75	0.05059530115039692
0.02	0.8	Inf	75	0.0508158352581017
0.03	0	Inf	75	0.05119634568701696
0.03	0.05	Inf	75	0.05102067849762268
0.03	0.1	Inf	75	0.0512212054941274
0.03	0.2	Inf	75	0.05114021848905281
